,ID,BRAND,SUB_DETAIL,AMOUNT,START_DATE,END_DATE,DURATION,REVENUE
565,005UYEU370,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
567,005VGAL262,CineQuest,paid monthly,12.0,2023-01-01,2023-02-23,54.0,72.0
569,005XEKQ796,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
573,005YPOG658,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
574,005ZHSW573,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
575,006BIGJ762,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
576,006BIGJ762,RetroReel,paid annual,120.0,2023-03-30,2023-06-30,93.0,120.0
577,006CNBH288,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
578,006COXT561,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
580,006CSAF205,LimeLight,paid monthly,19.99,2023-01-01,2023-02-21,52.0,79.99000000000001
585,006DYJP348,Pulse,paid monthly,7.99,2023-01-16,2023-06-30,166.0,47.94
587,006EFVW924,CineQuest,paid annual,59.98,2023-03-15,2023-06-30,108.0,59.98
590,006FKZP530,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
593,006GITA462,CineQuest,paid monthly,11.99,2023-06-25,2023-06-30,6.0,11.99
594,006GNTK163,LimeLight,paid monthly,19.98,2023-01-01,2023-06-30,181.0,139.86
595,006IDRX772,LimeLight,trial annual,79.36,2023-01-01,2023-06-30,181.0,79.36
597,006KAHH236,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
599,006KUQM142,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
600,006LUUT405,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
602,006LUUT405,Pulse,paid monthly,8.01,2023-01-01,2023-06-30,181.0,56.07
604,006LZLE549,Pulse,paid monthly,8.0,2023-01-01,2023-04-30,120.0,55.94
605,006LZLE549,Pulse,paid monthly,8.0,2023-05-15,2023-06-30,47.0,16.0
609,006OIZP651,ChillStream,paid monthly,25.01,2023-05-28,2023-06-30,34.0,50.02
611,006PDGI783,ChillStream,paid monthly,25.0,2023-01-01,2023-02-26,57.0,50.0
614,006RHZT505,LimeLight,trial monthly,13.49,2023-01-01,2023-02-09,40.0,13.490000000000002
615,006RHZT505,LimeLight,paid monthly,20.01,2023-06-05,2023-06-30,26.0,20.01
616,006RHZT505,RetroReel,paid monthly,29.99,2023-01-01,2023-01-08,8.0,0.0
619,006RZKK033,CineQuest,paid monthly,12.01,2023-01-01,2023-06-30,181.0,84.07
620,006TTDK719,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
622,006VAPC920,Pulse,paid monthly,7.99,2023-03-26,2023-06-30,97.0,31.96
624,006WDBZ552,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
625,006WMXU263,RetroReel,paid monthly,30.0,2023-01-01,2023-05-06,126.0,253.12
626,006WTSZ851,LimeLight,paid annual,79.99,2023-01-01,2023-06-30,181.0,79.99
628,006XYPC394,CineQuest,paid monthly,12.01,2023-04-27,2023-06-30,65.0,36.03
629,006YBEU125,RetroReel,paid monthly,30.0,2023-04-15,2023-06-30,77.0,90.0
631,006ZEHK792,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
632,006ZEWQ508,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
633,006ZYSD972,ChillStream,paid annual,99.99,2023-01-01,2023-06-30,181.0,99.99
636,007CRIB610,RetroReel,paid annual,120.0,2023-02-21,2023-06-30,130.0,120.0
639,007DQLA070,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
640,007DSJL773,CineQuest,paid monthly,11.99,2023-04-14,2023-06-30,78.0,35.97
643,007EBFN621,CineQuest,discounted annual,34.59,2023-03-20,2023-06-30,103.0,34.59
644,007EBFN621,RetroReel,expired monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
645,007FENN617,ChillStream,paid annual,100.01,2023-04-24,2023-06-30,68.0,100.01
646,007GCJV175,LimeLight,paid annual,79.99,2023-02-04,2023-06-30,147.0,79.99
647,007GRXH229,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
648,007HEEG878,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
650,007HEYK079,ChillStream,paid monthly,25.01,2023-02-03,2023-06-30,148.0,125.05000000000001
652,007HNUM396,LimeLight,paid monthly,20.01,2023-03-22,2023-06-30,101.0,80.04
653,007IAJO670,LimeLight,paid annual,80.0,2023-01-01,2023-06-10,161.0,0.0
654,007IHUT323,CineQuest,expired monthly,12.01,2023-01-01,2023-02-17,47.0,12.009999999999991
655,007IHUT323,CineQuest,paid monthly,12.0,2023-06-29,2023-06-30,2.0,12.0
656,007IONX010,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
659,007JGNE522,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
660,007JGRB024,LimeLight,paid monthly,20.01,2023-01-01,2023-05-06,126.0,80.04
661,007JGRB024,LimeLight,discounted monthly,18.82,2023-06-26,2023-06-30,5.0,18.82
662,007JJBM916,ChillStream,paid annual,100.01,2023-01-01,2023-06-30,181.0,100.01
665,007JNVU184,CineQuest,paid annual,59.98,2023-01-01,2023-04-23,113.0,138.0
668,007JYRX276,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
670,007KFTT629,ChillStream,paid annual,100.0,2023-01-01,2023-06-30,181.0,100.0
672,007KYTZ045,LimeLight,paid monthly,19.99,2023-04-13,2023-06-30,79.0,59.97
673,007MHMM928,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
675,007MVBQ657,CineQuest,paid monthly,11.99,2023-01-01,2023-05-26,146.0,71.95999999999998
677,007NAMT384,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
678,007NELM107,LimeLight,paid annual,79.99,2023-01-01,2023-06-30,181.0,79.99
681,007ODOF136,ChillStream,paid monthly,25.02,2023-01-01,2023-02-04,35.0,25.019999999999982
682,007QEIL853,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
684,007QFCY161,LimeLight,paid annual,79.99,2023-04-04,2023-06-30,88.0,79.99
685,007QFVA399,LimeLight,paid monthly,20.0,2023-01-01,2023-03-11,70.0,40.0
686,007QFVA399,LimeLight,trial monthly,7.13,2023-04-09,2023-06-30,83.0,21.39
688,007QPBG581,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
689,007QSGD032,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
691,007RAHR336,Pulse,paid annual,49.99,2023-04-25,2023-06-30,67.0,49.99
693,007RBCZ425,Pulse,paid monthly,7.99,2023-04-23,2023-06-07,45.0,56.03
695,007SEZN754,ChillStream,paid annual,99.99,2023-01-01,2023-03-01,60.0,0.0
697,007SGGD254,CineQuest,paid monthly,12.0,2023-01-01,2023-05-16,136.0,72.02000000000001
701,007TUSZ303,CineQuest,trial monthly,8.42,2023-01-01,2023-06-30,181.0,58.94
702,007TUSZ303,Pulse,paid monthly,7.97,2023-01-01,2023-06-30,181.0,55.79
703,007TZKX369,ChillStream,paid annual,100.0,2023-01-01,2023-06-30,181.0,100.0
704,007VTTS788,CineQuest,paid annual,59.99,2023-01-01,2023-05-09,129.0,59.99
705,007VYSV883,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
706,007WBUY207,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
707,007WEBH532,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
709,007WNPX422,ChillStream,paid annual,99.99,2023-01-01,2023-06-30,181.0,99.99
711,007XAFB326,ChillStream,discounted monthly,17.01,2023-01-01,2023-06-30,181.0,119.07000000000001
713,007XAFB326,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
717,007XAZW495,Pulse,paid monthly,8.0,2023-01-01,2023-04-27,117.0,81.99000000000001
720,007XGFT366,Pulse,paid annual,49.99,2023-06-21,2023-06-30,10.0,49.99
721,007XIUX386,ChillStream,paid annual,100.01,2023-01-01,2023-06-30,181.0,100.01
722,007XJDU250,RetroReel,discounted annual,56.18,2023-01-01,2023-06-30,181.0,56.18
723,007YIIV021,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
725,007YODP449,Pulse,paid monthly,8.0,2023-06-26,2023-06-30,5.0,8.0
726,008BYAI639,ChillStream,paid annual,100.01,2023-01-01,2023-02-22,53.0,100.01
728,008DEJF778,LimeLight,expired annual,80.0,2023-01-01,2023-06-30,181.0,80.0
731,008DFCS661,LimeLight,paid monthly,20.01,2023-01-29,2023-03-13,43.0,198.98
733,008EJGC563,CineQuest,discounted monthly,8.44,2023-04-28,2023-06-30,64.0,25.32
736,008ETUJ347,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
737,008GCGC579,Pulse,paid monthly,8.01,2023-01-01,2023-06-30,181.0,56.07
739,008GHZM925,Pulse,paid monthly,8.02,2023-01-01,2023-06-30,181.0,56.14
740,008GLML250,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
741,008GPAN540,ChillStream,paid annual,100.0,2023-01-01,2023-06-30,181.0,100.0
743,008HUFE310,CineQuest,paid monthly,11.99,2023-01-01,2023-05-29,149.0,120.88000000000001
745,008JIXA533,CineQuest,paid monthly,11.98,2023-01-01,2023-02-25,56.0,70.71000000000001
747,008JQHS769,Pulse,paid monthly,8.0,2023-01-01,2023-01-10,10.0,18.650000000000006
748,008JQHS769,Pulse,trial monthly,3.5,2023-02-19,2023-03-13,22.0,94.15
749,008JQHS769,Pulse,paid monthly,7.98,2023-06-14,2023-06-30,17.0,7.98
753,008KBIH389,CineQuest,paid monthly,11.99,2023-01-01,2023-02-28,59.0,61.879999999999995
754,008KBIH389,CineQuest,paid monthly,11.99,2023-05-12,2023-06-30,50.0,23.98
756,008KZIC544,Pulse,paid annual,49.99,2023-01-01,2023-03-07,66.0,49.99
759,008LORV934,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
760,008MAAZ132,RetroReel,paid monthly,29.99,2023-01-23,2023-06-30,159.0,179.94
761,008MMNO553,ChillStream,paid annual,100.0,2023-01-18,2023-06-30,164.0,100.0
762,008MZRP930,RetroReel,paid annual,119.99,2023-01-06,2023-06-30,176.0,119.99
763,008NBCW660,LimeLight,paid annual,79.99,2023-01-01,2023-06-30,181.0,79.99
764,008NRPW586,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
765,008OLVY250,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
770,008PMLJ543,CineQuest,paid monthly,12.02,2023-01-01,2023-03-08,67.0,96.10000000000001
771,008PMLJ543,CineQuest,paid monthly,11.98,2023-04-19,2023-06-30,73.0,35.94
774,008PVUV767,CineQuest,paid monthly,11.99,2023-01-30,2023-06-30,152.0,71.94
776,008RBCH646,CineQuest,paid annual,59.99,2023-01-01,2023-06-30,181.0,59.99
777,008RBZM621,LimeLight,paid annual,79.98,2023-01-01,2023-06-30,181.0,79.98
778,008RGLC003,Pulse,paid monthly,8.01,2023-02-07,2023-03-01,22.0,26.880000000000003
780,008RWKF805,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
781,008RYDV189,Pulse,paid monthly,8.01,2023-01-01,2023-05-24,144.0,70.80000000000001
783,008RZUB139,ChillStream,trial monthly,11.65,2023-01-01,2023-02-02,33.0,111.69
785,008TNLY548,Pulse,paid monthly,8.0,2023-06-18,2023-06-30,13.0,8.0
787,008UZTO673,CineQuest,paid monthly,12.0,2023-06-14,2023-06-30,17.0,12.0
788,008VXDB743,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
789,008WMEQ926,Pulse,paid monthly,8.01,2023-01-01,2023-03-01,60.0,16.019999999999996
790,008WMEQ926,Pulse,paid monthly,7.99,2023-06-20,2023-06-30,11.0,7.99
795,008YPQG160,CineQuest,paid annual,59.99,2023-01-01,2023-06-30,181.0,59.99
797,008YUFH506,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
799,008ZBLA861,Pulse,paid annual,49.99,2023-01-01,2023-04-29,119.0,50.00000000000001
800,009BNUY561,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
801,009BYWQ378,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
804,009CWCA119,Pulse,paid monthly,8.01,2023-01-01,2023-06-10,161.0,48.06
808,009ECYS976,RetroReel,paid annual,120.0,2023-01-22,2023-06-30,160.0,120.0
809,009FZVW489,ChillStream,paid annual,99.98,2023-01-01,2023-02-04,35.0,0.0
811,009GTTM730,RetroReel,paid monthly,30.01,2023-01-16,2023-06-30,166.0,180.06
812,009GUTY233,RetroReel,paid monthly,30.0,2023-01-01,2023-01-25,25.0,157.3
813,009GUTY233,RetroReel,paid monthly,30.01,2023-06-11,2023-06-30,20.0,30.01
814,009HIOA323,LimeLight,paid annual,79.99,2023-01-01,2023-06-30,181.0,79.99
818,009ILTP035,LimeLight,paid annual,79.99,2023-01-01,2023-03-30,89.0,0.0
820,009IRTM799,ChillStream,paid monthly,24.99,2023-03-02,2023-06-30,121.0,124.94999999999999
823,009IZWB670,ChillStream,paid monthly,24.99,2023-03-15,2023-05-17,63.0,199.99
824,009IZWB670,Pulse,paid annual,50.01,2023-01-02,2023-06-30,180.0,50.01
825,009LMWG280,ChillStream,paid annual,99.99,2023-01-01,2023-06-30,181.0,99.99
827,009MCBT205,LimeLight,paid monthly,20.0,2023-02-03,2023-06-30,148.0,100.0
828,009MLTF373,ChillStream,paid monthly,24.99,2023-01-01,2023-06-30,181.0,174.92999999999998
830,009MNVS084,LimeLight,paid annual,80.0,2023-01-21,2023-06-30,161.0,80.0
831,009NCAP692,CineQuest,paid monthly,12.0,2023-01-01,2023-01-28,28.0,12.0
832,009NCAP692,CineQuest,paid monthly,12.01,2023-05-11,2023-06-30,51.0,24.02
835,009NFTT664,Pulse,paid annual,50.01,2023-01-01,2023-06-30,181.0,50.01
837,009OAZT384,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
840,009ODJW058,Pulse,paid monthly,7.99,2023-01-01,2023-06-30,181.0,55.93
843,009OXDM431,ChillStream,paid annual,100.01,2023-01-01,2023-02-14,45.0,0.0
849,009QUIZ198,CineQuest,paid monthly,11.99,2023-01-01,2023-06-30,181.0,83.93
851,009QVOZ628,Pulse,paid monthly,8.0,2023-01-01,2023-06-30,181.0,56.0
852,009RGXC784,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
854,009SDTY662,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
858,009VHGO190,ChillStream,paid annual,100.0,2023-01-01,2023-06-30,181.0,100.0
862,009WCWO485,LimeLight,paid monthly,20.0,2023-01-01,2023-06-17,168.0,120.0
864,009XJFZ994,RetroReel,paid annual,119.99,2023-01-01,2023-06-30,181.0,119.99
866,009YWEP229,LimeLight,paid monthly,20.0,2023-03-14,2023-05-05,52.0,220.09
870,009ZMOL535,RetroReel,paid monthly,29.98,2023-01-09,2023-06-30,173.0,179.88
872,009ZNIP210,CineQuest,discounted monthly,4.33,2023-02-27,2023-06-30,124.0,21.65
873,009ZQQW485,ChillStream,paid annual,100.0,2023-01-01,2023-06-30,181.0,100.0
875,009ZQQW485,Pulse,paid monthly,8.02,2023-01-01,2023-06-30,181.0,56.14
876,009ZZUD567,LimeLight,paid annual,80.01,2023-01-01,2023-06-30,181.0,80.01
877,010ADQH166,LimeLight,expired monthly,19.98,2023-01-01,2023-06-30,181.0,139.86
881,010BVRJ742,CineQuest,paid annual,59.98,2023-01-01,2023-06-30,181.0,59.98
883,010DJRE528,ChillStream,paid annual,100.01,2023-01-01,2023-06-30,181.0,100.01
885,010DJRE528,CineQuest,paid annual,60.0,2023-01-28,2023-06-30,154.0,60.0
888,010DMBH921,ChillStream,paid monthly,25.02,2023-01-01,2023-06-30,181.0,175.14
894,010FGYR018,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
896,010FMTD776,CineQuest,paid monthly,11.98,2023-01-01,2023-06-30,181.0,83.86
897,010FMTD776,LimeLight,expired monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
898,010FMTD776,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
899,010FMTD776,RetroReel,expired annual,120.01,2023-01-01,2023-06-30,181.0,120.01
902,010FVSN529,ChillStream,paid annual,100.0,2023-03-22,2023-06-30,101.0,100.0
904,010HJKY577,RetroReel,paid monthly,30.0,2023-01-01,2023-01-31,31.0,59.99000000000001
905,010HJKY577,RetroReel,paid monthly,30.0,2023-04-17,2023-06-30,75.0,90.0
908,010HMPU780,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
910,010HPEQ987,LimeLight,paid monthly,20.01,2023-01-01,2023-06-30,181.0,140.07000000000002
913,010KHRW889,Pulse,paid monthly,8.0,2023-01-01,2023-01-19,19.0,52.76
914,010KHRW889,Pulse,paid monthly,8.01,2023-06-06,2023-06-30,25.0,8.01
915,010KWCU194,LimeLight,paid annual,80.0,2023-05-06,2023-06-30,56.0,80.0
918,010LGPV785,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
919,010LUOI901,CineQuest,paid monthly,12.02,2023-01-01,2023-06-30,181.0,84.14
920,010MJGC911,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
921,010MURF353,CineQuest,paid annual,59.98,2023-01-01,2023-06-30,181.0,59.98
923,010MURF353,Pulse,discounted annual,23.68,2023-01-01,2023-06-30,181.0,23.68
926,010MWWJ010,CineQuest,paid annual,60.0,2023-02-25,2023-06-30,126.0,60.0
927,010NQGU354,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
928,010NQJM627,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
930,010PKHU916,LimeLight,paid monthly,19.98,2023-01-01,2023-06-30,181.0,139.86
931,010PKHU916,RetroReel,expired monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
932,010PRQG612,ChillStream,paid monthly,24.99,2023-01-01,2023-06-30,181.0,174.92999999999998
934,010PRQG612,Pulse,paid monthly,7.99,2023-03-09,2023-06-30,114.0,31.96
935,010PZZL366,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
937,010QFBK826,Pulse,paid annual,50.0,2023-01-01,2023-06-30,181.0,50.0
938,010QKEH462,ChillStream,paid monthly,24.99,2023-01-01,2023-06-03,154.0,124.94999999999999
940,010QYQJ437,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
942,010RECN467,Pulse,trial monthly,4.84,2023-01-27,2023-04-05,68.0,64.55
945,010RSTN249,RetroReel,paid monthly,30.01,2023-03-16,2023-06-30,107.0,120.04
948,010SSVA945,LimeLight,paid monthly,19.99,2023-03-03,2023-06-30,120.0,79.96
950,010SYJP308,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
953,010SYJP308,Pulse,paid monthly,8.0,2023-06-04,2023-06-30,27.0,8.0
955,010UGQJ077,LimeLight,paid monthly,19.99,2023-06-14,2023-06-30,17.0,19.99
960,010UZAZ742,CineQuest,paid annual,60.03,2023-01-01,2023-06-30,181.0,60.03
961,010UZAZ742,LimeLight,trial monthly,16.18,2023-01-01,2023-06-30,181.0,113.25999999999999
962,010VECF139,LimeLight,paid annual,80.0,2023-01-01,2023-06-30,181.0,80.0
963,010VECF139,RetroReel,trial monthly,11.99,2023-01-01,2023-04-02,92.0,35.97
968,010WSZH215,RetroReel,paid annual,120.02,2023-01-01,2023-06-30,181.0,120.02
969,010XIHY104,CineQuest,paid monthly,12.01,2023-01-01,2023-06-30,181.0,84.07
970,010XTJU142,LimeLight,paid annual,80.02,2023-01-01,2023-06-30,181.0,80.02
971,010YAZO858,RetroReel,paid monthly,29.99,2023-01-01,2023-06-30,181.0,209.92999999999998
974,010ZCIU076,Pulse,paid monthly,8.0,2023-02-18,2023-05-08,79.0,64.02
977,010ZSQB664,ChillStream,paid annual,100.02,2023-01-01,2023-06-30,181.0,100.02
979,010ZVPP569,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
982,011ACZS629,CineQuest,paid monthly,12.01,2023-01-01,2023-06-30,181.0,84.07
984,011ALNE291,Pulse,paid annual,49.99,2023-02-28,2023-06-30,123.0,49.99
985,011ANYH850,LimeLight,paid monthly,20.0,2023-02-28,2023-06-30,123.0,100.0
987,011ARBM077,RetroReel,paid monthly,29.98,2023-01-01,2023-06-30,181.0,209.86
988,011BBQE645,Pulse,paid monthly,8.01,2023-01-01,2023-06-30,181.0,56.07
989,011BJZH343,RetroReel,paid annual,120.02,2023-06-24,2023-06-30,7.0,120.02
991,011CGFJ290,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
992,011CJIS986,CineQuest,paid annual,59.99,2023-01-01,2023-03-25,84.0,59.99
994,011CQIW361,LimeLight,discounted monthly,14.48,2023-01-01,2023-03-13,72.0,43.44
995,011CQIW361,LimeLight,paid monthly,20.0,2023-05-18,2023-06-30,44.0,40.0
997,011CWGV337,CineQuest,paid monthly,12.01,2023-01-01,2023-06-30,181.0,84.07
999,011DGAN495,LimeLight,paid monthly,20.0,2023-05-02,2023-06-30,60.0,40.0
1001,011EGMN914,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
1004,011ENKO556,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
1006,011ESHZ072,ChillStream,paid annual,100.0,2023-01-01,2023-02-02,33.0,24.980000000000004
1008,011FKXG559,LimeLight,paid monthly,20.0,2023-01-01,2023-06-26,177.0,120.0
1009,011GGIZ636,ChillStream,paid monthly,25.0,2023-01-01,2023-05-07,127.0,100.0
1011,011GXVT794,Pulse,paid monthly,8.0,2023-01-01,2023-05-14,134.0,40.0
1012,011GXVT794,Pulse,trial monthly,5.64,2023-06-24,2023-06-30,7.0,5.64
1014,011HXJH357,ChillStream,trial monthly,10.84,2023-01-01,2023-06-21,172.0,65.03999999999999
1019,011KFFE381,ChillStream,paid annual,100.0,2023-04-26,2023-06-30,66.0,100.0
1021,011KYJL020,CineQuest,paid annual,59.98,2023-01-01,2023-06-30,181.0,59.98
1023,011LEDV211,CineQuest,paid annual,59.99,2023-02-06,2023-06-30,145.0,59.99
1024,011LPLI232,CineQuest,paid monthly,12.0,2023-01-01,2023-06-30,181.0,84.0
1026,011LSEX181,LimeLight,paid annual,79.98,2023-01-01,2023-06-30,181.0,79.98
1027,011LSEX181,Pulse,paid monthly,7.99,2023-01-01,2023-03-31,90.0,53.65
1029,011LXVA830,CineQuest,discounted monthly,8.79,2023-01-01,2023-06-30,181.0,61.529999999999994
1032,011LXVA830,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
1034,011MUSP833,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
1035,011MUSP833,RetroReel,paid annual,120.0,2023-01-01,2023-06-30,181.0,120.0
1036,011MWSU369,CineQuest,paid monthly,11.99,2023-01-01,2023-01-21,21.0,11.98999999999998
1038,011NRGI740,RetroReel,paid annual,120.01,2023-01-01,2023-06-30,181.0,120.01
1040,011PLWH405,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
1044,011QAYX660,LimeLight,paid monthly,20.0,2023-03-07,2023-06-30,116.0,80.0
1045,011QKAP204,ChillStream,paid monthly,25.0,2023-01-01,2023-06-30,181.0,175.0
1047,011RJQJ064,LimeLight,paid monthly,20.01,2023-06-20,2023-06-30,11.0,20.01
1050,011SJTJ727,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
1051,011SXUM623,RetroReel,paid monthly,30.0,2023-01-01,2023-06-30,181.0,210.0
1052,011TADD214,LimeLight,paid annual,80.0,2023-01-13,2023-06-30,169.0,80.0
1054,011VGFI457,RetroReel,paid monthly,30.01,2023-01-01,2023-06-30,181.0,210.07000000000002
1056,011VJJL464,CineQuest,paid annual,59.98,2023-01-01,2023-01-20,20.0,47.99999999999999
1057,011VJJL464,CineQuest,paid annual,59.97,2023-02-21,2023-06-08,107.0,167.95
1059,011VUPG544,ChillStream,paid monthly,24.98,2023-04-19,2023-06-30,73.0,74.94
1060,011WHSO110,ChillStream,paid annual,100.0,2023-01-01,2023-06-30,181.0,100.0
1062,011WHSO110,LimeLight,trial monthly,6.13,2023-05-24,2023-06-30,38.0,12.26
1065,011WSIB861,CineQuest,paid monthly,12.01,2023-06-23,2023-06-30,8.0,12.01
1066,011XRNL422,CineQuest,paid annual,60.01,2023-01-01,2023-06-30,181.0,60.01
1068,011YISP421,CineQuest,paid monthly,12.01,2023-01-01,2023-06-26,177.0,132.06
1069,011YPPT247,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
1072,011YZHO566,CineQuest,paid monthly,12.02,2023-03-18,2023-06-08,82.0,132.06
1075,011ZBZK802,Pulse,paid monthly,8.01,2023-01-01,2023-02-22,53.0,80.49
1078,011ZCGJ198,LimeLight,paid monthly,20.0,2023-01-01,2023-06-30,181.0,140.0
1079,011ZZPY267,CineQuest,paid monthly,12.0,2023-01-01,2023-03-19,78.0,36.0
1080,011ZZPY267,CineQuest,paid monthly,12.0,2023-06-20,2023-06-30,11.0,12.0
1085,012BUHY644,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
1087,012BVEM711,LimeLight,paid monthly,19.99,2023-01-01,2023-06-30,181.0,139.92999999999998
1088,012BZSE813,LimeLight,paid monthly,20.01,2023-03-10,2023-06-30,113.0,80.04
1090,012CDCC833,CineQuest,paid annual,60.0,2023-01-01,2023-06-30,181.0,60.0
