,Unnamed: 0,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
1361,1361,030JYTU571,LimeLight,98,80.02,1,1,0,1,2,Low-Value
1366,1366,030MFHW042,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1369,1369,030PDMK353,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
1371,1371,030PMCL177,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1374,1374,030RGUW544,LimeLight,0,107.78,1,2,0,1,3,Mid-Value
1380,1380,030WRAI043,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1381,1381,030WXQS882,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1382,1382,030XPXV557,LimeLight,93,59.96999999999997,1,1,0,0,1,Low-Value
1383,1383,030YMJC402,LimeLight,0,39.98,1,2,0,0,2,Low-Value
1384,1384,031ABWA973,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1390,1390,031DDYY614,LimeLight,0,79.98,2,2,1,1,4,Mid-Value
1392,1392,031EFKI010,LimeLight,0,120.06,1,2,0,2,4,Mid-Value
1412,1412,031SBKW341,LimeLight,56,79.95999999999998,3,1,2,1,4,Mid-Value
1414,1414,031SBNW862,LimeLight,34,197.25000000000003,1,1,0,3,4,Mid-Value
1416,1416,031SKYW077,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1417,1417,031UHYO005,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1428,1428,031XMQM855,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1430,1430,031YKUM285,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1431,1431,031ZGOE516,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1432,1432,031ZIAS479,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1435,1435,032BKUP986,LimeLight,0,139.96999999999997,1,2,0,2,4,Mid-Value
1437,1437,032CZYD189,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1439,1439,032DDSZ482,LimeLight,114,80.01,2,0,1,1,2,Low-Value
1441,1441,032EOMX154,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1444,1444,032GFSZ055,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
1450,1450,032KBQE129,LimeLight,44,59.48,1,1,0,0,1,Low-Value
1453,1453,032ONOU750,LimeLight,0,40.0,1,2,0,0,2,Low-Value
1454,1454,032ORNY757,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
1461,1461,032VYRN972,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
1466,1466,032XYCK489,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
1475,1475,033DFBH898,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1477,1477,033DNHG900,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
1478,1478,033EHXR794,LimeLight,0,100.0,1,2,0,1,3,Mid-Value
1481,1481,033FBKL156,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
1482,1482,033FJIK272,LimeLight,105,151.0,2,0,1,2,3,Mid-Value
1485,1485,033GJAZ701,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1488,1488,033ILWH318,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
1493,1493,033NQNT451,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1500,1500,033QTQX411,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
1501,1501,033SGCR147,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1502,1502,033TZRO087,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1503,1503,033VDNF450,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1504,1504,033ZIDK420,LimeLight,0,140.0,2,2,1,2,5,High-Value
1507,1507,033ZTUZ317,LimeLight,0,140.0,2,2,1,2,5,High-Value
1513,1513,034CZGW408,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
1515,1515,034EWOC123,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1517,1517,034IHWS333,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
1521,1521,034KGAH110,LimeLight,0,79.12,2,2,1,1,4,Mid-Value
1526,1526,034LFUN305,LimeLight,88,59.97,2,1,1,0,2,Low-Value
1529,1529,034NOIS308,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1537,1537,034QEGT008,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
1538,1538,034QHWS574,LimeLight,0,205.99,1,2,0,3,5,High-Value
1539,1539,034QQFZ014,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
1543,1543,034UDWS704,LimeLight,91,60.0,2,1,1,0,2,Low-Value
1545,1545,034VPTV564,LimeLight,121,80.01,1,0,0,1,1,Low-Value
1546,1546,034WPTW781,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1547,1547,034XELD917,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
1553,1553,034ZCHN662,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1557,1557,035CZQP032,LimeLight,0,20.0,1,2,0,0,2,Low-Value
1560,1560,035EXOR966,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1563,1563,035FYOX184,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1565,1565,035GWAR424,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
1566,1566,035HXNY707,LimeLight,4,33.32,2,2,1,0,3,Mid-Value
1570,1570,035ISEF809,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
1573,1573,035KSUW289,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
1579,1579,035NDQV170,LimeLight,0,64.57,2,2,1,0,3,Mid-Value
1583,1583,035PICB281,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1591,1591,035WMYN849,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1592,1592,035WQYI890,LimeLight,0,19.99,1,2,0,0,2,Low-Value
1596,1596,036ABJI056,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1597,1597,036ACEB416,LimeLight,13,160.05,1,2,0,2,4,Mid-Value
1598,1598,036AQPQ351,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1599,1599,036BDMT224,LimeLight,0,80.01,2,2,1,1,4,Mid-Value
1623,1623,036TGGJ227,LimeLight,96,39.97999999999996,1,1,0,0,1,Low-Value
1624,1624,036UGYQ840,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
1628,1628,036WKAW054,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
1631,1631,036XCKF063,LimeLight,5,194.01,1,2,0,3,5,High-Value
1644,1644,037OKLF823,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1648,1648,037POEL186,LimeLight,0,140.07000000000002,3,2,2,2,6,High-Value
1650,1650,037QQCE805,LimeLight,0,39.96,2,2,1,0,3,Mid-Value
1653,1653,037RYOD470,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1659,1659,037URLT539,LimeLight,0,80.03,1,2,0,1,3,Mid-Value
1663,1663,037WAOQ204,LimeLight,0,60.0,1,2,0,0,2,Low-Value
1669,1669,037XGYH370,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1670,1670,037XTTG760,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
1676,1676,037ZPOL811,LimeLight,0,60.03,1,2,0,0,2,Low-Value
1679,1679,038EAOB493,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1682,1682,038FUZG558,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
1686,1686,038ICXZ103,LimeLight,0,110.32,2,2,1,1,4,Mid-Value
1693,1693,038OYED650,LimeLight,79,59.94,1,1,0,0,1,Low-Value
1698,1698,038SIWK721,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1699,1699,038SNKY611,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1705,1705,038UCOU281,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1707,1707,038VWAH719,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
1710,1710,038XOVB561,LimeLight,0,100.05,1,2,0,1,3,Mid-Value
1718,1718,039BSRQ900,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1723,1723,039DSHW728,LimeLight,88,0.0,1,1,0,0,1,Low-Value
1730,1730,039HMQP553,LimeLight,5,120.0,2,2,1,2,5,High-Value
1733,1733,039IDHM264,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1743,1743,039MIHU158,LimeLight,2,120.0,1,2,0,2,4,Mid-Value
1755,1755,039UXYK028,LimeLight,139,39.97999999999996,1,0,0,0,0,Low-Value
1759,1759,039XUVN664,LimeLight,40,100.0,1,1,0,1,2,Low-Value
1761,1761,039ZKHB927,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1762,1762,040ACCQ364,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1765,1765,040BUFV643,LimeLight,0,62.38,1,2,0,0,2,Low-Value
1767,1767,040EMFJ698,LimeLight,2,0.0,1,2,0,0,2,Low-Value
1768,1768,040EYFR027,LimeLight,0,139.86,1,2,0,2,4,Mid-Value
1769,1769,040EZOF795,LimeLight,178,117.05,1,0,0,2,2,Low-Value
1770,1770,040FDAV921,LimeLight,0,80.01,2,2,1,1,4,Mid-Value
1779,1779,040JHXW226,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1783,1783,040OQAH230,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1784,1784,040PPNY775,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
1786,1786,040QFUU263,LimeLight,55,79.95999999999998,1,1,0,1,2,Low-Value
1791,1791,040TNWD677,LimeLight,0,140.0,2,2,1,2,5,High-Value
1798,1798,040WUXS551,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
1805,1805,040ZRFZ841,LimeLight,0,99.95,1,2,0,1,3,Mid-Value
1810,1810,041EKEP011,LimeLight,89,60.09000000000003,2,1,1,0,2,Low-Value
1812,1812,041HWLN526,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1815,1815,041IFMC934,LimeLight,0,139.92999999999998,3,2,2,2,6,High-Value
1822,1822,041JUJZ223,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
1823,1823,041KLPN949,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1824,1824,041KOAW766,LimeLight,0,20.0,1,2,0,0,2,Low-Value
1828,1828,041NEPR258,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1830,1830,041OPLH053,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
1832,1832,041PTVY363,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
1834,1834,041QBSC636,LimeLight,165,0.0,1,0,0,0,0,Low-Value
1835,1835,041QIOZ113,LimeLight,130,70.63,1,0,0,1,1,Low-Value
1841,1841,041TWQK717,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1854,1854,042DDAW232,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
1859,1859,042IZOC363,LimeLight,0,19.99,1,2,0,0,2,Low-Value
1860,1860,042JJSY962,LimeLight,0,20.0,1,2,0,0,2,Low-Value
1861,1861,042LTSM154,LimeLight,19,79.99,1,2,0,1,3,Mid-Value
1865,1865,042ODHP935,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1866,1866,042OJRH311,LimeLight,0,60.03,1,2,0,0,2,Low-Value
1869,1869,042PTAR885,LimeLight,14,119.94,1,2,0,2,4,Mid-Value
1870,1870,042PWLD867,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1875,1875,042SUCX892,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
1876,1876,042SWKP260,LimeLight,0,19.99,1,2,0,0,2,Low-Value
1881,1881,042ULTN581,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
1891,1891,043AXCS444,LimeLight,0,40.02,1,2,0,0,2,Low-Value
1908,1908,043KBPY591,LimeLight,0,99.99,1,2,0,1,3,Mid-Value
1909,1909,043KGQS377,LimeLight,0,19.99,1,2,0,0,2,Low-Value
1920,1920,043SRHS598,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
1922,1922,043SVHB387,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1927,1927,043UKXP254,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
1931,1931,043WSJU338,LimeLight,0,65.39,1,2,0,1,3,Mid-Value
1936,1936,044BBDU751,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
1940,1940,044EOUP746,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1949,1949,044KQCA273,LimeLight,18,123.54,1,2,0,2,4,Mid-Value
1952,1952,044MFGA353,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1954,1954,044OZBK106,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
1955,1955,044QQWU058,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1961,1961,044UDZO089,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
1965,1965,044WWWO052,LimeLight,0,140.0,2,2,1,2,5,High-Value
1971,1971,045BPCS856,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
1973,1973,045CHOU779,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
1974,1974,045CLSB235,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
1975,1975,045CYTI920,LimeLight,0,71.75,1,2,0,1,3,Mid-Value
1976,1976,045CZVE292,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
1979,1979,045DZGD615,LimeLight,162,0.0,1,0,0,0,0,Low-Value
1990,1990,045JSZF184,LimeLight,0,60.06,1,2,0,0,2,Low-Value
1992,1992,045NHGU944,LimeLight,0,119.94,1,2,0,2,4,Mid-Value
1994,1994,045QCOK064,LimeLight,74,59.96999999999997,1,1,0,0,1,Low-Value
2000,2000,045TJDK839,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
2001,2001,045UKKH774,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2004,2004,045VZAO033,LimeLight,0,79.98999999999995,2,2,1,1,4,Mid-Value
2006,2006,045WPGR427,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2008,2008,045XYYD385,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2010,2010,045YOZM412,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
2018,2018,046BCJW783,LimeLight,0,100.03,1,2,0,1,3,Mid-Value
2020,2020,046BOOK097,LimeLight,0,60.0,1,2,0,0,2,Low-Value
2023,2023,046BYDU659,LimeLight,59,80.0,1,1,0,1,2,Low-Value
2025,2025,046DPUC999,LimeLight,0,39.98,1,2,0,0,2,Low-Value
2032,2032,046GQYN988,LimeLight,0,40.0,1,2,0,0,2,Low-Value
2035,2035,046HFOU772,LimeLight,0,140.0,2,2,1,2,5,High-Value
2038,2038,046IYGL389,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2041,2041,046JXNZ767,LimeLight,0,140.0,2,2,1,2,5,High-Value
2044,2044,046KLWM289,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2057,2057,046VMGK505,LimeLight,41,152.20000000000002,1,1,0,2,3,Mid-Value
2067,2067,047BELQ917,LimeLight,0,140.0,3,2,2,2,6,High-Value
2071,2071,047CTFE296,LimeLight,0,140.14,2,2,1,2,5,High-Value
2072,2072,047DFPJ922,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2078,2078,047FDAX179,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2081,2081,047GGUB429,LimeLight,165,162.70000000000002,1,0,0,2,2,Low-Value
2086,2086,047ISKD661,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2089,2089,047KCOB066,LimeLight,25,119.94,1,2,0,2,4,Mid-Value
2091,2091,047MQKX513,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2092,2092,047NLOH599,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2115,2115,047XFGX189,LimeLight,0,140.0,2,2,1,2,5,High-Value
2118,2118,047XWVT596,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
2122,2122,048ASTQ644,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2123,2123,048BBCX771,LimeLight,0,184.3,1,2,0,3,5,High-Value
2125,2125,048CMET162,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
2126,2126,048CPJL792,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2130,2130,048EQFA474,LimeLight,0,140.0,2,2,1,2,5,High-Value
2140,2140,048JEOH930,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2144,2144,048NXLH452,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2147,2147,048OPSJ558,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2152,2152,048PXEE734,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2156,2156,048QDEY521,LimeLight,0,120.06,1,2,0,2,4,Mid-Value
2163,2163,048WIVC958,LimeLight,0,60.0,1,2,0,0,2,Low-Value
2165,2165,048XMNH273,LimeLight,0,81.41000000000001,2,2,1,1,4,Mid-Value
2168,2168,048YGXX117,LimeLight,170,0.0,3,0,2,0,2,Low-Value
2170,2170,048YLLX146,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2172,2172,049AWOX883,LimeLight,0,140.0,2,2,1,2,5,High-Value
2182,2182,049FKTX858,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2193,2193,049JJRD429,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2194,2194,049KIQJ581,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2195,2195,049LEYC610,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2201,2201,049ONXK854,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2204,2204,049PJDN276,LimeLight,0,140.0,2,2,1,2,5,High-Value
2208,2208,049RRFV183,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
2211,2211,049RYVW899,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
2215,2215,049TKYB332,LimeLight,0,80.02,2,2,1,1,4,Mid-Value
2218,2218,049TPBI531,LimeLight,0,80.0,2,2,1,1,4,Mid-Value
2219,2219,049YMKW451,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
2222,2222,050AJYH944,LimeLight,0,140.0,2,2,1,2,5,High-Value
2224,2224,050BMUJ768,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
2243,2243,050RDXQ721,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
2247,2247,050TDDI547,LimeLight,31,100.05,1,2,0,1,3,Mid-Value
2248,2248,050TGQC690,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2266,2266,051DVHC536,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2269,2269,051EFIJ880,LimeLight,0,140.0,2,2,1,2,5,High-Value
2272,2272,051GBIF595,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2279,2279,051IQDI186,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
2281,2281,051JGGU235,LimeLight,0,79.98,2,2,1,1,4,Mid-Value
2283,2283,051JJYU081,LimeLight,0,140.07000000000002,2,2,1,2,5,High-Value
2288,2288,051LHWB293,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2290,2290,051MZPZ022,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2291,2291,051NCBA522,LimeLight,76,199.02,1,1,0,3,4,Mid-Value
2302,2302,051WQNR483,LimeLight,20,80.02000000000001,1,2,0,1,3,Mid-Value
2308,2308,052BEZL021,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2313,2313,052FISI854,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2323,2323,052IINE076,LimeLight,32,80.0,1,2,0,1,3,Mid-Value
2325,2325,052IVPD157,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
2329,2329,052LHRE425,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2331,2331,052MYFU956,LimeLight,0,20.01,1,2,0,0,2,Low-Value
2335,2335,052PDTA835,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2336,2336,052PLRL110,LimeLight,166,0.0,1,0,0,0,0,Low-Value
2340,2340,052RWHP799,LimeLight,0,20.0,1,2,0,0,2,Low-Value
2360,2360,053GSXW044,LimeLight,21,100.0,1,2,0,1,3,Mid-Value
2362,2362,053HSIU141,LimeLight,0,99.19,1,2,0,1,3,Mid-Value
2363,2363,053IFHC832,LimeLight,0,60.0,1,2,0,0,2,Low-Value
2367,2367,053JWLD883,LimeLight,0,56.7,1,2,0,0,2,Low-Value
2371,2371,053MUIH329,LimeLight,0,101.28,2,2,1,1,4,Mid-Value
2375,2375,053QCBY795,LimeLight,117,80.0,1,0,0,1,1,Low-Value
2380,2380,053RCSY870,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2382,2382,053RUSN577,LimeLight,0,80.02,2,2,1,1,4,Mid-Value
2386,2386,053TMAC940,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
2388,2388,053VTXJ418,LimeLight,46,79.92000000000002,1,1,0,1,2,Low-Value
2392,2392,053ZJBH175,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2394,2394,053ZQQQ324,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2397,2397,054CANY052,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2398,2398,054CIPT104,LimeLight,0,104.08,1,2,0,1,3,Mid-Value
2409,2409,054HHYF106,LimeLight,119,40.03999999999999,1,0,0,0,0,Low-Value
2416,2416,054LARP340,LimeLight,0,140.0,2,2,1,2,5,High-Value
2417,2417,054LUBJ669,LimeLight,0,79.96,1,2,0,1,3,Mid-Value
2419,2419,054NUDD313,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2422,2422,054PTGQ885,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2426,2426,054TJFP197,LimeLight,0,39.96,2,2,1,0,3,Mid-Value
2429,2429,054UFLJ157,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2431,2431,054WJAW048,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2432,2432,054WZCF562,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2435,2435,054YXPA030,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2440,2440,055DFRF616,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2448,2448,055KHPF026,LimeLight,147,20.0,1,0,0,0,0,Low-Value
2449,2449,055KKYF515,LimeLight,0,60.0,1,2,0,0,2,Low-Value
2450,2450,055LOGD050,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
2453,2453,055OMVU482,LimeLight,0,57.6,1,2,0,0,2,Low-Value
2455,2455,055OXWC889,LimeLight,0,79.98,2,2,1,1,4,Mid-Value
2458,2458,055RFKB536,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
2468,2468,055WVFT106,LimeLight,0,139.92999999999998,2,2,1,2,5,High-Value
2475,2475,055YXCY353,LimeLight,0,80.02,1,2,0,1,3,Mid-Value
2476,2476,056BIFU199,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
2477,2477,056BIHN964,LimeLight,0,59.97,1,2,0,0,2,Low-Value
2480,2480,056CXZO464,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2482,2482,056EETQ547,LimeLight,0,160.04000000000002,1,2,0,2,4,Mid-Value
2484,2484,056FBFS920,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2485,2485,056FOCF868,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2489,2489,056GSAY504,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2497,2497,056JOJQ292,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2499,2499,056JWTF079,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2501,2501,056KSSL954,LimeLight,65,80.01,1,1,0,1,2,Low-Value
2503,2503,056MPLV132,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2513,2513,056ROSL149,LimeLight,87,80.0,2,1,1,1,3,Mid-Value
2516,2516,056SYOP206,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2517,2517,056TAAM244,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
2523,2523,056UZYD984,LimeLight,0,139.92999999999998,1,2,0,2,4,Mid-Value
2525,2525,056VIYJ830,LimeLight,0,80.02,2,2,1,1,4,Mid-Value
2526,2526,056VSDE233,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2530,2530,056XULB186,LimeLight,0,120.0,1,2,0,2,4,Mid-Value
2537,2537,057CMKM432,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2540,2540,057DDPX614,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2543,2543,057ETYH845,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
2546,2546,057IXHY538,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2551,2551,057NWUQ691,LimeLight,0,140.07000000000002,1,2,0,2,4,Mid-Value
2552,2552,057OISJ409,LimeLight,0,100.05,2,2,1,1,4,Mid-Value
2557,2557,057QUWN836,LimeLight,0,140.14,1,2,0,2,4,Mid-Value
2558,2558,057RCDS497,LimeLight,2,80.01,1,2,0,1,3,Mid-Value
2559,2559,057TSRG491,LimeLight,123,146.23999999999998,1,0,0,2,2,Low-Value
2566,2566,058APKE272,LimeLight,0,79.99,3,2,2,1,5,High-Value
2570,2570,058CBGM239,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2575,2575,058EGDH702,LimeLight,0,79.98,1,2,0,1,3,Mid-Value
2576,2576,058ENRW676,LimeLight,0,40.0,1,2,0,0,2,Low-Value
2584,2584,058MXXU791,LimeLight,0,80.01,1,2,0,1,3,Mid-Value
2585,2585,058NEBG127,LimeLight,0,40.02,1,2,0,0,2,Low-Value
2588,2588,058PJFX107,LimeLight,52,80.07999999999998,1,1,0,1,2,Low-Value
2590,2590,058QJWR923,LimeLight,92,60.06,1,1,0,0,1,Low-Value
2591,2591,058QZPJ669,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2593,2593,058TABC557,LimeLight,0,139.86,2,2,1,2,5,High-Value
2595,2595,058UWMZ000,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2599,2599,058WRFN383,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2607,2607,059AUQD324,LimeLight,0,140.0,2,2,1,2,5,High-Value
2608,2608,059BXSD248,LimeLight,0,93.66,1,2,0,1,3,Mid-Value
2615,2615,059GDRG309,LimeLight,0,140.14,2,2,1,2,5,High-Value
2620,2620,059HZRQ740,LimeLight,0,140.07000000000002,3,2,2,2,6,High-Value
2627,2627,059RFQY457,LimeLight,0,119.99,1,2,0,2,4,Mid-Value
2628,2628,059SCCS442,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2630,2630,059TNRQ818,LimeLight,80,60.03000000000003,2,1,1,0,2,Low-Value
2631,2631,059TUOL651,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2635,2635,059UXDU729,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
2636,2636,059VANH013,LimeLight,0,79.99,1,2,0,1,3,Mid-Value
2640,2640,059YDFJ290,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2644,2644,060BGCU803,LimeLight,0,139.92999999999998,3,2,2,2,6,High-Value
2647,2647,060COQY461,LimeLight,0,79.99,2,2,1,1,4,Mid-Value
2653,2653,060IHYB266,LimeLight,0,140.0,1,2,0,2,4,Mid-Value
2655,2655,060IYDW354,LimeLight,0,80.0,1,2,0,1,3,Mid-Value
2656,2656,060JDXF489,LimeLight,0,140.0,2,2,1,2,5,High-Value
