,ID,BRAND,RECENCY,REVENUE,FREQUENCY,RecencyCluster,FrequencyCluster,RevenueCluster,OverallScore,Segment
1637,048CMET162,LimeLight,160,79.98,1,0,0,1,1,Low-Value
1638,048CPJL792,LimeLight,127,40.02,1,0,0,0,0,Low-Value
1644,048EQFA474,LimeLight,33,40.0,3,2,2,0,4,Mid-Value
1650,048JEOH930,LimeLight,26,20.01,1,2,0,0,2,Low-Value
1656,048OPSJ558,LimeLight,114,80.04,1,1,0,1,2,Low-Value
1658,048PXEE734,LimeLight,106,80.0,1,1,0,1,2,Low-Value
1665,048YLLX146,LimeLight,30,159.98000000000002,1,2,0,3,5,High-Value
1685,049MKNS708,LimeLight,66,79.92,3,1,2,1,4,Mid-Value
1688,049PJDN276,LimeLight,129,100.0,1,0,0,2,2,Low-Value
1691,049RRFV183,LimeLight,153,20.02,1,0,0,0,0,Low-Value
1695,049TKYB332,LimeLight,155,80.02,1,0,0,1,1,Low-Value
1696,049YMKW451,LimeLight,37,99.95,1,2,0,2,4,Mid-Value
1709,050RDXQ721,LimeLight,100,80.02,1,1,0,1,2,Low-Value
1711,050TDDI547,LimeLight,136,100.05,1,0,0,2,2,Low-Value
1712,050TGQC690,LimeLight,1,20.0,1,2,0,0,2,Low-Value
1714,050WDZI800,LimeLight,139,34.12,1,0,0,0,0,Low-Value
1725,051DVHC536,LimeLight,68,60.03,1,1,0,1,2,Low-Value
1728,051GBIF595,LimeLight,38,40.0,1,2,0,0,2,Low-Value
1736,051JGGU235,LimeLight,63,80.0,3,1,2,1,4,Mid-Value
1740,051LHWB293,LimeLight,156,19.99,1,0,0,0,0,Low-Value
1742,051NCBA522,LimeLight,59,140.06,1,1,0,3,4,Mid-Value
1752,051VGGR586,LimeLight,132,40.0,1,0,0,0,0,Low-Value
1755,051WQNR483,LimeLight,34,40.0,1,2,0,0,2,Low-Value
1762,052FISI854,LimeLight,64,80.0,1,1,0,1,2,Low-Value
1768,052HXHA348,LimeLight,72,60.0,1,1,0,1,2,Low-Value
1769,052IVPD157,LimeLight,151,19.98,1,0,0,0,0,Low-Value
1776,052PDTA835,LimeLight,122,79.99,1,0,0,1,1,Low-Value
1795,053GHBI207,LimeLight,40,99.95,2,2,1,2,5,High-Value
1797,053GSXW044,LimeLight,125,100.0,1,0,0,2,2,Low-Value
1799,053HSIU141,LimeLight,175,85.02,1,0,0,1,1,Low-Value
1803,053MUIH329,LimeLight,91,80.01,2,1,1,1,3,Mid-Value
1808,053RCSY870,LimeLight,64,80.0,1,1,0,1,2,Low-Value
1811,053VTXJ418,LimeLight,159,119.88,1,0,0,2,2,Low-Value
1816,053ZQQQ324,LimeLight,175,120.0,1,0,0,2,2,Low-Value
1819,054CANY052,LimeLight,56,100.0,1,2,0,2,4,Mid-Value
1820,054CIPT104,LimeLight,80,80.0,1,1,0,1,2,Low-Value
1832,054HHYF106,LimeLight,144,100.1,1,0,0,2,2,Low-Value
1838,054LARP340,LimeLight,36,40.0,2,2,1,0,3,Mid-Value
1840,054NUDD313,LimeLight,176,120.0,1,0,0,2,2,Low-Value
1842,054PTGQ885,LimeLight,74,60.03,1,1,0,1,2,Low-Value
1848,054WJAW048,LimeLight,51,40.0,1,2,0,0,2,Low-Value
1849,054WZCF562,LimeLight,174,120.0,1,0,0,2,2,Low-Value
1856,055DFRF616,LimeLight,125,79.99,1,0,0,1,1,Low-Value
1862,055LOGD050,LimeLight,68,80.0,1,1,0,1,2,Low-Value
1865,055OXWC889,LimeLight,144,79.99,1,0,0,1,1,Low-Value
1869,055RFKB536,LimeLight,154,79.97,1,0,0,1,1,Low-Value
1877,055WFBZ071,LimeLight,129,80.0,1,0,0,1,1,Low-Value
1878,055WVFT106,LimeLight,59,100.0,2,1,1,2,4,Mid-Value
1885,055YXCY353,LimeLight,153,80.02,1,0,0,1,1,Low-Value
1886,056BIFU199,LimeLight,157,79.99,1,0,0,1,1,Low-Value
1887,056BIHN964,LimeLight,59,100.05,1,1,0,2,3,Mid-Value
1889,056EETQ547,LimeLight,133,100.05,1,0,0,2,2,Low-Value
1900,056MPLV132,LimeLight,136,80.0,1,0,0,1,1,Low-Value
1907,056ROSL149,LimeLight,173,120.0,2,0,1,2,3,Mid-Value
1911,056SYOP206,LimeLight,152,20.0,2,0,1,0,1,Low-Value
1913,056TAAM244,LimeLight,168,120.12,1,0,0,2,2,Low-Value
1920,056UZYD984,LimeLight,177,119.94,2,0,1,2,3,Mid-Value
1930,057CMKM432,LimeLight,87,80.0,1,1,0,1,2,Low-Value
1933,057DDPX614,LimeLight,30,99.96,1,2,0,2,4,Mid-Value
1935,057ETYH845,LimeLight,53,79.98,1,2,0,1,3,Mid-Value
1937,057IXHY538,LimeLight,32,49.82,1,2,0,1,3,Mid-Value
1941,057NWUQ691,LimeLight,114,60.0,1,1,0,1,2,Low-Value
1944,057QUWN836,LimeLight,169,120.12,1,0,0,2,2,Low-Value
1945,057RCDS497,LimeLight,15,80.01,1,2,0,1,3,Mid-Value
1946,057TSRG491,LimeLight,116,79.96,1,1,0,1,2,Low-Value
1949,058APKE272,LimeLight,70,119.99,1,1,0,2,3,Mid-Value
1953,058CBGM239,LimeLight,167,120.0,2,0,1,2,3,Mid-Value
1959,058ENRW676,LimeLight,155,97.38,1,0,0,2,2,Low-Value
1968,058MXXU791,LimeLight,124,28.2,1,0,0,0,0,Low-Value
1969,058NEBG127,LimeLight,36,40.02,1,2,0,0,2,Low-Value
1971,058PJFX107,LimeLight,155,120.12,1,0,0,2,2,Low-Value
1973,058QZPJ669,LimeLight,45,80.0,1,2,0,1,3,Mid-Value
1975,058TABC557,LimeLight,139,40.02,1,0,0,0,0,Low-Value
1976,058UWMZ000,LimeLight,75,60.0,1,1,0,1,2,Low-Value
1980,058WRFN383,LimeLight,147,100.0,1,0,0,2,2,Low-Value
1982,058XCVP543,LimeLight,49,80.0,2,2,1,1,4,Mid-Value
1991,059BXSD248,LimeLight,63,60.0,1,1,0,1,2,Low-Value
1996,059GDRG309,LimeLight,31,120.04,2,2,1,2,5,High-Value
2000,059HZRQ740,LimeLight,146,100.05,3,0,2,2,4,Mid-Value
2007,059TUOL651,LimeLight,157,120.0,1,0,0,2,2,Low-Value
2011,059UXDU729,LimeLight,0,93.68,1,2,0,2,4,Mid-Value
2012,059VANH013,LimeLight,32,79.99,1,2,0,1,3,Mid-Value
2018,059YDFJ290,LimeLight,37,40.0,1,2,0,0,2,Low-Value
2022,060BGCU803,LimeLight,90,59.97,3,1,2,1,4,Mid-Value
2025,060COQY461,LimeLight,5,79.99,2,2,1,1,4,Mid-Value
2031,060IHYB266,LimeLight,69,79.96,1,1,0,1,2,Low-Value
2035,060NWXH993,LimeLight,26,79.99,1,2,0,1,3,Mid-Value
2037,060OJSG507,LimeLight,169,20.01,1,0,0,0,0,Low-Value
2038,060PIEJ712,LimeLight,81,60.03,1,1,0,1,2,Low-Value
2042,060TDXW511,LimeLight,137,40.02,1,0,0,0,0,Low-Value
2049,061AKGG498,LimeLight,82,79.99,1,1,0,1,2,Low-Value
2052,061EFPA280,LimeLight,63,100.0,1,1,0,2,3,Mid-Value
2055,061HDYN897,LimeLight,122,100.0,1,0,0,2,2,Low-Value
2056,061HSQQ879,LimeLight,166,79.99,1,0,0,1,1,Low-Value
2057,061IFIP328,LimeLight,164,19.99,1,0,0,0,0,Low-Value
2059,061KWKR671,LimeLight,17,19.99,1,2,0,0,2,Low-Value
2061,061MJJR686,LimeLight,139,80.0,1,0,0,1,1,Low-Value
2065,061NMQZ475,LimeLight,31,100.05,1,2,0,2,4,Mid-Value
2069,061QAEM222,LimeLight,153,119.94,1,0,0,2,2,Low-Value
2071,061QSAO335,LimeLight,75,48.36,1,1,0,1,2,Low-Value
2072,061QSUI125,LimeLight,153,40.84,1,0,0,0,0,Low-Value
2073,061QXUW273,LimeLight,76,80.08,1,1,0,1,2,Low-Value
2077,061XJAS894,LimeLight,23,120.06,1,2,0,2,4,Mid-Value
2078,061YKCH776,LimeLight,101,79.96,1,1,0,1,2,Low-Value
2085,062DTFN427,LimeLight,89,60.03,1,1,0,1,2,Low-Value
2094,062JQRR896,LimeLight,34,80.02,1,2,0,1,3,Mid-Value
2095,062JYBD367,LimeLight,22,119.94,1,2,0,2,4,Mid-Value
2101,062MYJX684,LimeLight,137,100.05,1,0,0,2,2,Low-Value
2104,062NSWF973,LimeLight,79,60.0,2,1,1,1,3,Mid-Value
2111,062TCKT040,LimeLight,133,100.0,1,0,0,2,2,Low-Value
2116,062YILC197,LimeLight,25,120.18,1,2,0,2,4,Mid-Value
2118,063CDPK372,LimeLight,107,80.0,1,1,0,1,2,Low-Value
2121,063EDMR965,LimeLight,89,60.03,1,1,0,1,2,Low-Value
2132,063NFYF926,LimeLight,76,54.510000000000005,1,1,0,1,2,Low-Value
2144,063UYQO703,LimeLight,117,60.0,1,1,0,1,2,Low-Value
2152,064BFEY301,LimeLight,57,79.98,1,2,0,1,3,Mid-Value
2154,064CYRN976,LimeLight,165,80.01,1,0,0,1,1,Low-Value
2161,064HCTD076,LimeLight,66,67.19,1,1,0,1,2,Low-Value
2165,064JYSL660,LimeLight,140,61.35,1,0,0,1,1,Low-Value
2169,064NZHX247,LimeLight,99,80.0,1,1,0,1,2,Low-Value
2170,064PKAX226,LimeLight,34,36.68,1,2,0,0,2,Low-Value
2172,064PYQT737,LimeLight,20,120.0,3,2,2,2,6,High-Value
2175,064RWAH134,LimeLight,73,80.0,1,1,0,1,2,Low-Value
2176,064RWLM301,LimeLight,31,99.95,2,2,1,2,5,High-Value
2179,064TGAU964,LimeLight,159,120.18,1,0,0,2,2,Low-Value
2181,064UOSM492,LimeLight,130,100.05,2,0,1,2,3,Mid-Value
2184,064VMWD448,LimeLight,22,17.82,1,2,0,0,2,Low-Value
2186,064WVIE396,LimeLight,114,80.02,1,1,0,1,2,Low-Value
2187,064XMFV963,LimeLight,22,69.35,1,2,0,1,3,Mid-Value
2192,064ZRSA969,LimeLight,93,60.0,2,1,1,1,3,Mid-Value
2197,065CGJQ053,LimeLight,140,40.0,2,0,1,0,1,Low-Value
2198,065GMYF396,LimeLight,133,100.0,1,0,0,2,2,Low-Value
2199,065GTSG617,LimeLight,39,40.0,1,2,0,0,2,Low-Value
2200,065HKUS566,LimeLight,107,79.96,1,1,0,1,2,Low-Value
2209,065MHRQ143,LimeLight,14,92.39,1,2,0,2,4,Mid-Value
2214,065TEBE573,LimeLight,40,79.99,1,2,0,1,3,Mid-Value
2215,065UHDC362,LimeLight,83,79.99,1,1,0,1,2,Low-Value
2216,065VZGL828,LimeLight,46,80.0,1,2,0,1,3,Mid-Value
2220,065XOJH239,LimeLight,66,128.15,1,1,0,2,3,Mid-Value
2223,066AAYV745,LimeLight,162,80.02,1,0,0,1,1,Low-Value
2233,066FUMT195,LimeLight,46,40.04,1,2,0,0,2,Low-Value
2235,066GRLX764,LimeLight,113,79.92,1,1,0,1,2,Low-Value
2243,066JTPT021,LimeLight,38,100.0,2,2,1,2,5,High-Value
2246,066LAEN008,LimeLight,86,57.81,1,1,0,1,2,Low-Value
2250,066NKGG629,LimeLight,65,59.97,1,1,0,1,2,Low-Value
2251,066PHPQ667,LimeLight,110,47.13,1,1,0,1,2,Low-Value
2252,066PQTT490,LimeLight,85,60.0,1,1,0,1,2,Low-Value
2257,066RGGO121,LimeLight,34,80.01,1,2,0,1,3,Mid-Value
2265,066UISC417,LimeLight,107,39.98,1,1,0,0,1,Low-Value
2269,066WSEB209,LimeLight,149,20.01,2,0,1,0,1,Low-Value
2273,066ZKKD280,LimeLight,108,80.01,1,1,0,1,2,Low-Value
2276,067BIXG945,LimeLight,176,120.0,1,0,0,2,2,Low-Value
2278,067CETE841,LimeLight,25,100.0,1,2,0,2,4,Mid-Value
2284,067DWNZ971,LimeLight,47,79.96,1,2,0,1,3,Mid-Value
2285,067EDPC299,LimeLight,78,59.97,1,1,0,1,2,Low-Value
2286,067HLYJ523,LimeLight,4,80.0,1,2,0,1,3,Mid-Value
2291,067MJIL336,LimeLight,98,80.08,1,1,0,1,2,Low-Value
2305,067VCQJ631,LimeLight,43,42.6,1,2,0,0,2,Low-Value
2306,067WKXH847,LimeLight,10,119.94,1,2,0,2,4,Mid-Value
2307,067XXVS891,LimeLight,49,60.03,1,2,0,1,3,Mid-Value
2308,067YEBO717,LimeLight,40,17.74,1,2,0,0,2,Low-Value
2316,068HVCM547,LimeLight,46,100.05,1,2,0,2,4,Mid-Value
2319,068JYSD639,LimeLight,91,80.0,1,1,0,1,2,Low-Value
2321,068LDEI948,LimeLight,11,20.0,1,2,0,0,2,Low-Value
2323,068MRPE550,LimeLight,36,14.62,1,2,0,0,2,Low-Value
2324,068NEOW060,LimeLight,20,19.99,1,2,0,0,2,Low-Value
2327,068OMNQ501,LimeLight,101,79.96,1,1,0,1,2,Low-Value
2333,068QZUR033,LimeLight,36,68.59,1,2,0,1,3,Mid-Value
2334,068RTJN470,LimeLight,134,100.05,1,0,0,2,2,Low-Value
2338,068TUAA349,LimeLight,27,79.99,1,2,0,1,3,Mid-Value
2341,068XHOX862,LimeLight,81,160.0,1,1,0,3,4,Mid-Value
2342,068XKIA989,LimeLight,175,101.22,1,0,0,2,2,Low-Value
2352,069FPYA763,LimeLight,67,48.33,1,1,0,1,2,Low-Value
2359,069NBSM824,LimeLight,51,80.0,1,2,0,1,3,Mid-Value
2361,069NNEN248,LimeLight,164,80.01,1,0,0,1,1,Low-Value
2368,069RTNW798,LimeLight,157,80.0,1,0,0,1,1,Low-Value
2369,069SATW731,LimeLight,65,80.01,1,1,0,1,2,Low-Value
2374,069VSOT755,LimeLight,117,60.03,1,1,0,1,2,Low-Value
2380,070ANSO430,LimeLight,179,120.06,2,0,1,2,3,Mid-Value
2384,070DBPZ089,LimeLight,26,99.9,1,2,0,2,4,Mid-Value
2391,070JDLT854,LimeLight,4,52.02,1,2,0,1,3,Mid-Value
2394,070KOKZ248,LimeLight,12,159.99,1,2,0,3,5,High-Value
2395,070MFKG142,LimeLight,131,18.44,1,0,0,0,0,Low-Value
2396,070MZLW797,LimeLight,72,59.97,1,1,0,1,2,Low-Value
2397,070NXZW299,LimeLight,59,39.02,1,1,0,0,1,Low-Value
2398,070OQLF404,LimeLight,160,80.01,1,0,0,1,1,Low-Value
2403,070RLSL788,LimeLight,54,39.98,1,2,0,0,2,Low-Value
2407,070TKTW921,LimeLight,41,40.0,1,2,0,0,2,Low-Value
2408,070UQRS207,LimeLight,54,72.64,2,2,1,1,4,Mid-Value
2411,070VJGE300,LimeLight,5,118.84,1,2,0,2,4,Mid-Value
2413,070YCBB619,LimeLight,95,80.0,1,1,0,1,2,Low-Value
2418,071ASLL386,LimeLight,176,120.0,2,0,1,2,3,Mid-Value
2423,071DJHU382,LimeLight,110,79.99,1,1,0,1,2,Low-Value
2426,071FNWO196,LimeLight,143,80.0,1,0,0,1,1,Low-Value
2429,071MRWT929,LimeLight,161,120.0,1,0,0,2,2,Low-Value
2431,071MZSW837,LimeLight,51,79.99,1,2,0,1,3,Mid-Value
2433,071ODEL050,LimeLight,52,40.02,1,2,0,0,2,Low-Value
2440,071ZKAP091,LimeLight,58,120.02,1,1,0,2,3,Mid-Value
2446,072JGQI940,LimeLight,98,80.01,1,1,0,1,2,Low-Value
2449,072SQDM188,LimeLight,91,80.0,1,1,0,1,2,Low-Value
2453,072UMBH633,LimeLight,56,40.0,1,2,0,0,2,Low-Value
2461,072ZDLB955,LimeLight,22,20.0,1,2,0,0,2,Low-Value
2472,073ELEV518,LimeLight,8,19.99,1,2,0,0,2,Low-Value
2482,073LHBR667,LimeLight,177,24.78,1,0,0,0,0,Low-Value
2494,073SLEK230,LimeLight,137,65.88,2,0,1,1,2,Low-Value
2497,073TCHR848,LimeLight,39,40.0,1,2,0,0,2,Low-Value
2500,073VVGC496,LimeLight,119,80.04,1,0,0,1,1,Low-Value
2503,073WONP056,LimeLight,116,79.96,2,1,1,1,3,Mid-Value
2512,074ACZS918,LimeLight,46,39.96,1,2,0,0,2,Low-Value
2518,074EGFX460,LimeLight,63,80.0,1,1,0,1,2,Low-Value
2533,074UAKJ636,LimeLight,4,77.07,1,2,0,1,3,Mid-Value
2535,074URWF495,LimeLight,26,20.01,1,2,0,0,2,Low-Value
2539,074VZYL412,LimeLight,25,100.0,1,2,0,2,4,Mid-Value
2541,074ZGXK830,LimeLight,84,116.61,1,1,0,2,3,Mid-Value
2545,075BIMP879,LimeLight,5,119.94,1,2,0,2,4,Mid-Value
2546,075EEMJ526,LimeLight,119,79.99,1,0,0,1,1,Low-Value
2549,075FCFI689,LimeLight,161,120.0,1,0,0,2,2,Low-Value
2551,075GGQX283,LimeLight,101,160.09,1,1,0,3,4,Mid-Value
2561,075JGWU168,LimeLight,175,20.0,2,0,1,0,1,Low-Value
2564,075KIYJ343,LimeLight,175,19.98,2,0,1,0,1,Low-Value
2566,075LVRW593,LimeLight,108,80.0,1,1,0,1,2,Low-Value
2568,075MRFK851,LimeLight,7,120.0,1,2,0,2,4,Mid-Value
2572,075OAAU357,LimeLight,40,20.01,1,2,0,0,2,Low-Value
2578,075RAZH038,LimeLight,121,79.99,1,0,0,1,1,Low-Value
2580,075SZOZ580,LimeLight,12,119.94,1,2,0,2,4,Mid-Value
2587,075ZSEG311,LimeLight,110,59.97,1,1,0,1,2,Low-Value
2591,076AJSU935,LimeLight,79,80.01,1,1,0,1,2,Low-Value
2592,076AZEQ530,LimeLight,105,80.0,1,1,0,1,2,Low-Value
2593,076BRNS976,LimeLight,50,80.01,1,2,0,1,3,Mid-Value
2596,076DONM706,LimeLight,120,34.08,1,0,0,0,0,Low-Value
2598,076EELP950,LimeLight,30,100.05,1,2,0,2,4,Mid-Value
2600,076FTKT375,LimeLight,96,79.92,1,1,0,1,2,Low-Value
2603,076IWMU784,LimeLight,102,80.02,1,1,0,1,2,Low-Value
2605,076JFGZ675,LimeLight,75,60.0,1,1,0,1,2,Low-Value
2608,076JYIB691,LimeLight,14,120.06,1,2,0,2,4,Mid-Value
2610,076KPMN052,LimeLight,31,55.3,2,2,1,1,4,Mid-Value
2612,076KVSN127,LimeLight,44,40.0,1,2,0,0,2,Low-Value
2613,076MOPK481,LimeLight,151,119.94,1,0,0,2,2,Low-Value
2621,076UEWE979,LimeLight,54,55.76,2,2,1,1,4,Mid-Value
2630,076ZKZV866,LimeLight,145,80.01,1,0,0,1,1,Low-Value
2632,077AJEU981,LimeLight,118,76.88,3,1,2,1,4,Mid-Value
2639,077BRUE969,LimeLight,72,80.01,1,1,0,1,2,Low-Value
2650,077NPBN471,LimeLight,51,100.0,1,2,0,2,4,Mid-Value
2651,077OPLW208,LimeLight,78,80.02,1,1,0,1,2,Low-Value
2656,077RIGD365,LimeLight,37,79.98,1,2,0,1,3,Mid-Value
2660,077UKAV871,LimeLight,154,70.98,1,0,0,1,1,Low-Value
2663,077WBRP302,LimeLight,95,80.01,1,1,0,1,2,Low-Value
2664,077XBLO880,LimeLight,138,80.0,1,0,0,1,1,Low-Value
2666,077XJAE458,LimeLight,35,40.04,1,2,0,0,2,Low-Value
2667,077XTHS612,LimeLight,112,80.01,1,1,0,1,2,Low-Value
2669,078ANOO636,LimeLight,61,100.01,1,1,0,2,3,Mid-Value
2673,078EVCS442,LimeLight,92,79.96,1,1,0,1,2,Low-Value
2675,078FYLQ437,LimeLight,45,119.99,1,2,0,2,4,Mid-Value
2690,078RFYG539,LimeLight,154,119.94,1,0,0,2,2,Low-Value
2706,079ALKC786,LimeLight,56,39.96,2,2,1,0,3,Mid-Value
2709,079BCDI225,LimeLight,97,63.44,1,1,0,1,2,Low-Value
2714,079DUMQ529,LimeLight,161,20.01,2,0,1,0,1,Low-Value
2721,079KGBZ420,LimeLight,10,80.0,1,2,0,1,3,Mid-Value
2727,079PYHB762,LimeLight,35,50.95,1,2,0,1,3,Mid-Value
2728,079RCCW602,LimeLight,126,40.02,1,0,0,0,0,Low-Value
2735,079WQCB198,LimeLight,149,79.99,1,0,0,1,1,Low-Value
2736,079XDJC151,LimeLight,16,20.0,1,2,0,0,2,Low-Value
2739,079ZNIV884,LimeLight,37,40.06,1,2,0,0,2,Low-Value
2741,080BPHT803,LimeLight,97,40.02,1,1,0,0,1,Low-Value
2742,080CENM075,LimeLight,160,43.2,1,0,0,0,0,Low-Value
2745,080ENSX898,LimeLight,141,41.25,1,0,0,0,0,Low-Value
2746,080EQFE666,LimeLight,129,100.1,1,0,0,2,2,Low-Value
2747,080EYGB038,LimeLight,88,59.97,1,1,0,1,2,Low-Value
2748,080FFUZ524,LimeLight,58,39.98,1,1,0,0,1,Low-Value
2752,080GLCC629,LimeLight,97,80.02,1,1,0,1,2,Low-Value
2758,080MNQQ581,LimeLight,98,79.98,2,1,1,1,3,Mid-Value
2764,080UXYG139,LimeLight,169,37.8,1,0,0,0,0,Low-Value
2765,080VYWN230,LimeLight,78,79.99,1,1,0,1,2,Low-Value
2766,080WHAI395,LimeLight,174,119.94,1,0,0,2,2,Low-Value
2767,080XCLT436,LimeLight,177,119.94,1,0,0,2,2,Low-Value
2768,080YLTY468,LimeLight,93,79.96,1,1,0,1,2,Low-Value
2771,080ZZMT372,LimeLight,48,80.0,1,2,0,1,3,Mid-Value
2777,081EHZC705,LimeLight,70,120.06,1,1,0,2,3,Mid-Value
2780,081FWGA369,LimeLight,34,80.01,1,2,0,1,3,Mid-Value
2782,081GECU066,LimeLight,113,80.0,1,1,0,1,2,Low-Value
2783,081HTOJ804,LimeLight,145,79.98,1,0,0,1,1,Low-Value
2784,081IJWM088,LimeLight,3,120.12,1,2,0,2,4,Mid-Value
2789,081NBZY492,LimeLight,7,76.92,1,2,0,1,3,Mid-Value
2790,081NMON832,LimeLight,87,60.06,1,1,0,1,2,Low-Value
2792,081OIUE382,LimeLight,171,70.1,2,0,1,1,2,Low-Value
2807,081ZCUN513,LimeLight,156,119.94,1,0,0,2,2,Low-Value
2816,082DDTX738,LimeLight,125,39.96,1,0,0,0,0,Low-Value
2820,082FTEX821,LimeLight,178,119.94,1,0,0,2,2,Low-Value
2822,082IYNG677,LimeLight,13,14.26,1,2,0,0,2,Low-Value
2827,082ORMQ614,LimeLight,59,120.1,1,1,0,2,3,Mid-Value
2831,082QPDQ721,LimeLight,99,79.96,1,1,0,1,2,Low-Value
2833,082SNYN618,LimeLight,52,39.98,2,2,1,0,3,Mid-Value
2834,082STXJ000,LimeLight,94,79.96,1,1,0,1,2,Low-Value
2838,082TYAB759,LimeLight,116,60.03,2,1,1,1,3,Mid-Value
2844,082XGWW240,LimeLight,126,100.05,1,0,0,2,2,Low-Value
2845,082XIZY985,LimeLight,118,80.0,1,1,0,1,2,Low-Value
2848,083AMKL487,LimeLight,26,160.02,2,2,1,3,6,High-Value
2853,083BYSJ122,LimeLight,49,26.58,1,2,0,0,2,Low-Value
2860,083GIYR066,LimeLight,131,80.02,1,0,0,1,1,Low-Value
2862,083ITUW542,LimeLight,77,80.01,1,1,0,1,2,Low-Value
2883,084ABIT141,LimeLight,29,119.88,1,2,0,2,4,Mid-Value
2885,084CIOS440,LimeLight,15,69.51,1,2,0,1,3,Mid-Value
2897,084MKBM279,LimeLight,44,40.02,1,2,0,0,2,Low-Value
2898,084MLUG409,LimeLight,92,59.97,1,1,0,1,2,Low-Value
2903,084UJXT811,LimeLight,150,80.01,1,0,0,1,1,Low-Value
2909,084WLSM126,LimeLight,52,80.01,1,2,0,1,3,Mid-Value
2911,084XVRQ065,LimeLight,6,39.98,1,2,0,0,2,Low-Value
2914,085BSNC384,LimeLight,26,20.01,1,2,0,0,2,Low-Value
2916,085DLIT127,LimeLight,153,120.0,1,0,0,2,2,Low-Value
2918,085ECSR972,LimeLight,91,79.99,1,1,0,1,2,Low-Value
2920,085GBDF262,LimeLight,83,42.69,1,1,0,0,1,Low-Value
2923,085GMAT383,LimeLight,81,60.0,1,1,0,1,2,Low-Value
2926,085KZON555,LimeLight,2,20.01,1,2,0,0,2,Low-Value
2928,085LRIK867,LimeLight,93,100.02,1,1,0,2,3,Mid-Value
2932,085NBUT572,LimeLight,146,39.98,1,0,0,0,0,Low-Value
2936,085QAPE639,LimeLight,162,120.0,1,0,0,2,2,Low-Value
2941,085VUVY816,LimeLight,70,99.99,1,1,0,2,3,Mid-Value
2952,086CTIB520,LimeLight,21,119.94,2,2,1,2,5,High-Value
2959,086FASW673,LimeLight,162,119.88,1,0,0,2,2,Low-Value
2961,086FNNO668,LimeLight,132,100.0,1,0,0,2,2,Low-Value
2962,086FWRU425,LimeLight,20,119.94,1,2,0,2,4,Mid-Value
2964,086KWIO822,LimeLight,158,20.0,1,0,0,0,0,Low-Value
2965,086LFCF458,LimeLight,51,50.45,1,2,0,1,3,Mid-Value
2969,086MSKP996,LimeLight,55,159.92000000000002,2,2,1,3,6,High-Value
2976,086YLAM939,LimeLight,85,18.18,1,1,0,0,1,Low-Value
2985,087ETLV544,LimeLight,93,60.03,1,1,0,1,2,Low-Value
2988,087HHSW497,LimeLight,95,60.0,2,1,1,1,3,Mid-Value
2990,087LWXF272,LimeLight,11,59.97,1,2,0,1,3,Mid-Value
2991,087MFEZ921,LimeLight,160,20.0,1,0,0,0,0,Low-Value
2992,087QIBA562,LimeLight,76,46.71,1,1,0,1,2,Low-Value
2994,087QOSC601,LimeLight,163,120.0,2,0,1,2,3,Mid-Value
2995,087TERI619,LimeLight,166,79.99,1,0,0,1,1,Low-Value
2996,087TIHQ110,LimeLight,52,60.0,1,2,0,1,3,Mid-Value
3001,087WTDP514,LimeLight,92,63.4,1,1,0,1,2,Low-Value
3004,087YNXO160,LimeLight,40,40.0,1,2,0,0,2,Low-Value
3005,087ZEIC987,LimeLight,137,100.0,1,0,0,2,2,Low-Value
3007,088ASWA760,LimeLight,5,119.99,1,2,0,2,4,Mid-Value
3010,088BACX102,LimeLight,1,20.02,1,2,0,0,2,Low-Value
3023,088KUPW216,LimeLight,116,113.56,1,1,0,2,3,Mid-Value
3024,088LZJM424,LimeLight,6,80.0,1,2,0,1,3,Mid-Value
3027,088QSSV002,LimeLight,94,80.08,1,1,0,1,2,Low-Value
3030,088TMZP886,LimeLight,76,60.03,1,1,0,1,2,Low-Value
3035,088ZUMF566,LimeLight,158,55.56,1,0,0,1,1,Low-Value
3036,089AAPJ849,LimeLight,83,140.01,1,1,0,3,4,Mid-Value
3038,089AXSR091,LimeLight,92,80.04,1,1,0,1,2,Low-Value
3039,089BVKD526,LimeLight,163,120.0,1,0,0,2,2,Low-Value
3043,089HXPV302,LimeLight,20,79.99,1,2,0,1,3,Mid-Value
3048,089OPCT565,LimeLight,140,80.01,1,0,0,1,1,Low-Value
3050,089RYDL028,LimeLight,29,80.01,1,2,0,1,3,Mid-Value
3061,089XMTB955,LimeLight,173,120.0,2,0,1,2,3,Mid-Value
3067,089ZUSV221,LimeLight,116,80.0,2,1,1,1,3,Mid-Value
3070,090BMCK175,LimeLight,46,120.04,2,2,1,2,5,High-Value
3073,090BRRO805,LimeLight,64,80.0,2,1,1,1,3,Mid-Value
3074,090BSNS782,LimeLight,148,100.0,2,0,1,2,3,Mid-Value
3076,090BXVZ449,LimeLight,149,100.0,1,0,0,2,2,Low-Value
3079,090CSWQ612,LimeLight,64,54.3,1,1,0,1,2,Low-Value
3081,090CYBR370,LimeLight,114,60.03,2,1,1,1,3,Mid-Value
3082,090ECDU341,LimeLight,99,80.0,1,1,0,1,2,Low-Value
3088,090JQSO572,LimeLight,155,80.0,1,0,0,1,1,Low-Value
3094,090RUVQ842,LimeLight,116,80.02,1,1,0,1,2,Low-Value
3106,091BOQK648,LimeLight,19,180.05,2,2,1,3,6,High-Value
3119,091LWFF647,LimeLight,83,80.02,1,1,0,1,2,Low-Value
