,ID,BRAND,SUB_STATUS,TERM,AMOUNT,PARTITION_DATE,YEAR_MONTH,VALID_TRANSITION
1729,013CVGL784,Pulse,paid,annual,49.99,2023-02-03,2023-02,True
1730,013CXMJ572,LimeLight,paid,monthly,20.02,2023-03-27,2023-03,True
1731,013CXMJ572,LimeLight,expired,monthly,20.02,2023-04-02,2023-04,True
1734,013EHJJ675,ChillStream,paid,annual,100.0,2023-05-12,2023-05,True
1736,013EOKW828,CineQuest,paid,annual,60.0,2023-02-22,2023-02,True
1754,013NBYH878,ChillStream,paid,monthly,25.02,2023-05-13,2023-05,True
1760,013NDHB969,CineQuest,trial,annual,50.25,2023-03-19,2023-03,True
1761,013NDHB969,CineQuest,paid,annual,60.0,2023-06-25,2023-06,True
1767,013OSSV699,RetroReel,paid,monthly,29.98,2023-01-07,2023-01,True
1771,013QHTR180,CineQuest,expired,monthly,12.01,2023-02-24,2023-02,True
1775,013QOEF984,LimeLight,paid,monthly,19.99,2023-02-17,2023-02,True
1780,013SXLE363,CineQuest,expired,monthly,12.01,2023-01-18,2023-01,True
1793,013VWIU179,CineQuest,paid,annual,60.0,2023-03-10,2023-03,True
1799,013XSIC144,RetroReel,paid,monthly,30.0,2023-04-15,2023-04,True
1812,014CMHT778,LimeLight,paid,monthly,19.98,2023-05-24,2023-05,True
1825,014EYFV708,CineQuest,expired,monthly,12.02,2023-04-23,2023-04,True
1832,014EZXN555,LimeLight,paid,monthly,20.03,2023-01-30,2023-01,True
1833,014EZXN555,LimeLight,expired,monthly,19.98,2023-04-15,2023-04,True
1834,014EZXN555,LimeLight,paid,annual,80.02,2023-06-26,2023-06,True
1846,014JVEA159,CineQuest,expired,monthly,12.0,2023-02-03,2023-02,True
1847,014JVEA159,CineQuest,paid,monthly,12.01,2023-03-19,2023-03,True
1868,014RESX445,CineQuest,expired,monthly,11.99,2023-03-20,2023-03,True
1874,014SNMQ113,Pulse,paid,monthly,8.01,2023-02-27,2023-02,True
1875,014SNMQ113,Pulse,expired,monthly,8.0,2023-06-23,2023-06,True
1880,014UEQW740,Pulse,paid,monthly,8.0,2023-04-08,2023-04,True
1892,014WVOC085,ChillStream,paid,monthly,25.01,2023-03-14,2023-03,True
1901,014ZCIU221,LimeLight,expired,monthly,20.01,2023-06-08,2023-06,True
1903,014ZUDR775,Pulse,expired,annual,49.99,2023-05-07,2023-05,True
1908,015CROL757,Pulse,paid,monthly,8.01,2023-01-26,2023-01,True
1909,015DFHW458,CineQuest,paid,annual,59.98,2023-06-27,2023-06,True
1912,015DPSF855,Pulse,paid,monthly,8.0,2023-01-17,2023-01,True
1916,015EBAN782,LimeLight,paid,monthly,20.01,2023-02-07,2023-02,True
1919,015EUYL212,CineQuest,paid,monthly,11.99,2023-01-06,2023-01,True
1926,015GAWL670,CineQuest,paid,annual,60.01,2023-01-14,2023-01,True
1927,015GAWL670,CineQuest,expired,annual,60.0,2023-04-25,2023-04,True
1933,015HMSE178,ChillStream,expired,monthly,24.99,2023-03-13,2023-03,True
1945,015JHXW430,RetroReel,expired,monthly,30.01,2023-05-27,2023-05,True
1947,015LBBU561,Pulse,paid,annual,49.98,2023-06-18,2023-06,True
1951,015MCRC696,Pulse,expired,annual,50.0,2023-03-29,2023-03,True
1953,015MDTG749,LimeLight,paid,annual,79.99,2023-03-30,2023-03,True
1957,015MFCG507,Pulse,expired,monthly,8.01,2023-01-31,2023-01,True
1958,015MFCG507,Pulse,paid,monthly,8.01,2023-04-18,2023-04,True
1961,015MSRJ781,CineQuest,expired,annual,60.0,2023-06-05,2023-06,True
1971,015OWOM556,ChillStream,paid,annual,99.98,2023-06-09,2023-06,True
1977,015PWDY650,LimeLight,expired,annual,80.01,2023-04-12,2023-04,True
1978,015PWDY650,LimeLight,paid,annual,79.99,2023-06-01,2023-06,True
1981,015PWDY650,Pulse,expired,annual,50.01,2023-01-11,2023-01,True
1982,015PWDY650,Pulse,paid,annual,50.0,2023-03-03,2023-03,True
1986,015QKAZ245,LimeLight,expired,monthly,20.0,2023-06-07,2023-06,True
2001,015VRNX730,ChillStream,paid,monthly,25.0,2023-04-02,2023-04,True
2014,015YRKO544,CineQuest,expired,monthly,12.0,2023-05-17,2023-05,True
2018,016ASKJ810,CineQuest,paid,monthly,12.01,2023-05-04,2023-05,True
2019,016CMYY649,LimeLight,expired,annual,79.99,2023-03-01,2023-03,True
2027,016EDKI066,LimeLight,paid,monthly,20.01,2023-01-29,2023-01,True
2033,016FXDT429,CineQuest,paid,monthly,11.99,2023-06-07,2023-06,True
2034,016FXDT429,LimeLight,expired,annual,80.01,2023-04-18,2023-04,True
2035,016FXDT429,LimeLight,paid,annual,79.99,2023-06-02,2023-06,True
2047,016GIEH480,Pulse,expired,monthly,8.0,2023-03-09,2023-03,True
2048,016GIEH480,Pulse,paid,monthly,7.99,2023-06-20,2023-06,True
2052,016HKJZ789,RetroReel,expired,annual,120.0,2023-02-24,2023-02,True
2061,016IXCW991,Pulse,expired,monthly,7.99,2023-03-29,2023-03,True
2062,016IXCW991,Pulse,paid,annual,50.01,2023-05-19,2023-05,True
2068,016JBWX743,LimeLight,expired,monthly,19.99,2023-01-10,2023-01,True
2071,016KBYH738,CineQuest,expired,monthly,11.99,2023-01-11,2023-01,True
2079,016LHTI895,RetroReel,trial,monthly,20.05,2023-01-27,2023-01,True
2084,016LPPU520,CineQuest,expired,monthly,11.99,2023-01-11,2023-01,True
2085,016LPPU520,CineQuest,trial,monthly,7.42,2023-04-04,2023-04,True
2088,016LXUI104,LimeLight,expired,monthly,19.98,2023-03-03,2023-03,True
2094,016OAGN936,RetroReel,paid,monthly,30.01,2023-03-02,2023-03,True
2098,016ODCU876,CineQuest,expired,monthly,11.99,2023-01-31,2023-01,True
2105,016PARE178,LimeLight,paid,monthly,20.01,2023-03-09,2023-03,True
2106,016PIKH519,RetroReel,paid,annual,119.99,2023-01-25,2023-01,True
2110,016PJBD893,CineQuest,expired,monthly,12.0,2023-03-03,2023-03,True
2112,016PJBD893,LimeLight,paid,annual,80.0,2023-03-02,2023-03,True
2122,016RKJA164,CineQuest,paid,monthly,12.0,2023-01-07,2023-01,True
2130,016SDEO132,Pulse,paid,annual,50.0,2023-01-28,2023-01,True
2136,016UWSQ897,LimeLight,paid,annual,80.0,2023-04-07,2023-04,True
2142,016VPJM116,CineQuest,paid,annual,59.99,2023-02-08,2023-02,True
2146,016XHQX010,ChillStream,expired,annual,100.0,2023-02-07,2023-02,True
2161,016YHAR018,LimeLight,expired,annual,79.98,2023-04-21,2023-04,True
2165,016YIWI121,RetroReel,expired,monthly,29.98,2023-02-17,2023-02,True
2166,016YIWI121,RetroReel,paid,monthly,29.99,2023-03-26,2023-03,True
2178,017FCGE097,CineQuest,expired,monthly,12.0,2023-06-24,2023-06,True
2181,017FCHV079,LimeLight,paid,monthly,20.0,2023-01-28,2023-01,True
2184,017FCKE890,ChillStream,expired,monthly,24.99,2023-02-12,2023-02,True
2185,017FCKE890,ChillStream,paid,monthly,25.01,2023-03-23,2023-03,True
2190,017FNUL747,CineQuest,discounted,monthly,4.49,2023-01-10,2023-01,True
2194,017FTCG762,LimeLight,paid,monthly,20.0,2023-05-09,2023-05,True
2200,017GVZK122,CineQuest,paid,annual,59.99,2023-03-04,2023-03,True
2201,017GVZK122,CineQuest,expired,annual,60.0,2023-05-05,2023-05,True
2205,017IHYM988,RetroReel,expired,annual,120.0,2023-01-30,2023-01,True
2206,017IHYM988,RetroReel,paid,monthly,30.0,2023-05-13,2023-05,True
2211,017IYEH485,LimeLight,expired,monthly,19.99,2023-02-04,2023-02,True
2212,017IYEH485,LimeLight,paid,monthly,19.99,2023-04-04,2023-04,True
2227,017LBGU938,CineQuest,paid,monthly,12.01,2023-04-21,2023-04,True
2235,017NNCX745,ChillStream,paid,monthly,25.02,2023-02-11,2023-02,True
2238,017QHPD653,RetroReel,paid,annual,119.98,2023-01-06,2023-01,True
2243,017QPKQ171,CineQuest,expired,annual,60.01,2023-04-13,2023-04,True
2246,017QSBW390,ChillStream,expired,monthly,24.99,2023-02-21,2023-02,True
2250,017QSBW390,Pulse,expired,monthly,7.99,2023-02-13,2023-02,True
2255,017QZIP895,CineQuest,paid,monthly,12.0,2023-02-19,2023-02,True
2257,017SOQL997,CineQuest,paid,monthly,12.0,2023-02-26,2023-02,True
2263,017SPEP776,ChillStream,paid,annual,100.0,2023-02-11,2023-02,True
2267,017TEYZ903,RetroReel,expired,annual,119.99,2023-02-09,2023-02,True
2282,017UAZJ233,Pulse,paid,monthly,8.0,2023-02-09,2023-02,True
2283,017UAZJ233,Pulse,expired,monthly,8.0,2023-03-18,2023-03,True
2284,017UAZJ233,Pulse,paid,monthly,8.01,2023-05-23,2023-05,True
2289,017VRDH707,ChillStream,paid,monthly,24.98,2023-01-24,2023-01,True
2296,017WANR517,LimeLight,expired,monthly,19.99,2023-03-05,2023-03,True
2297,017WANR517,LimeLight,paid,monthly,19.99,2023-05-21,2023-05,True
2311,017ZJIB275,ChillStream,expired,monthly,24.98,2023-05-07,2023-05,True
2317,017ZMSQ311,RetroReel,expired,annual,120.0,2023-05-24,2023-05,True
2320,017ZUOQ892,LimeLight,expired,annual,80.0,2023-03-19,2023-03,True
2325,018ANQW913,Pulse,paid,monthly,8.01,2023-01-08,2023-01,True
2328,018BPYM791,Pulse,paid,monthly,7.99,2023-01-21,2023-01,True
2341,018EOES358,RetroReel,paid,monthly,30.0,2023-05-31,2023-05,True
2345,018FGND951,Pulse,expired,monthly,7.99,2023-01-02,2023-01,True
2346,018FGND951,Pulse,discounted,monthly,7.43,2023-02-28,2023-02,True
2348,018FJVB822,Pulse,trial,monthly,6.66,2023-02-25,2023-02,True
2349,018FJVB822,Pulse,expired,monthly,7.99,2023-06-30,2023-06,True
2352,018FVCC311,RetroReel,paid,monthly,30.01,2023-05-13,2023-05,True
2355,018HTTX974,ChillStream,paid,monthly,25.02,2023-03-27,2023-03,True
2358,018ILID103,LimeLight,expired,monthly,19.99,2023-05-04,2023-05,True
2359,018ILID103,LimeLight,paid,monthly,20.0,2023-06-01,2023-06,True
2364,018JQWM859,ChillStream,expired,monthly,25.01,2023-06-10,2023-06,True
2366,018JQWM859,LimeLight,paid,monthly,20.01,2023-06-17,2023-06,True
2372,018JYUQ162,ChillStream,paid,monthly,25.0,2023-06-08,2023-06,True
2375,018JYUQ162,RetroReel,trial,monthly,25.74,2023-04-23,2023-04,True
2380,018MJWZ323,CineQuest,paid,monthly,12.0,2023-01-31,2023-01,True
2388,018OBOB997,CineQuest,expired,annual,60.0,2023-03-09,2023-03,True
2389,018OBOB997,CineQuest,paid,monthly,11.99,2023-05-06,2023-05,True
2390,018OBOB997,RetroReel,expired,monthly,30.0,2023-05-26,2023-05,True
2392,018OGLN087,LimeLight,discounted,monthly,8.62,2023-01-13,2023-01,True
2395,018OIEF888,ChillStream,discounted,monthly,22.56,2023-03-04,2023-03,True
2396,018OIEF888,ChillStream,paid,monthly,24.99,2023-05-19,2023-05,True
2405,018PEWN969,Pulse,paid,annual,50.0,2023-01-06,2023-01,True
2422,018UAUQ097,RetroReel,paid,monthly,30.01,2023-03-23,2023-03,True
2429,018UXKD553,RetroReel,paid,annual,119.99,2023-01-01,2023-01,True
2433,018VFMP132,CineQuest,expired,monthly,11.99,2023-02-17,2023-02,True
2434,018VFMP132,CineQuest,paid,monthly,12.01,2023-03-10,2023-03,True
2435,018VFMP132,CineQuest,expired,monthly,11.97,2023-05-18,2023-05,True
2436,018VFMP132,CineQuest,paid,monthly,12.01,2023-06-28,2023-06,True
2438,018WBNS239,ChillStream,expired,annual,99.99,2023-06-03,2023-06,True
2443,018XNAJ129,Pulse,expired,monthly,8.0,2023-02-08,2023-02,True
2453,019DNDK570,RetroReel,trial,monthly,24.61,2023-02-27,2023-02,True
2455,019EFDQ054,CineQuest,expired,monthly,12.01,2023-05-26,2023-05,True
2463,019GAMZ891,LimeLight,paid,annual,79.99,2023-02-18,2023-02,True
2471,019HTZI517,CineQuest,expired,monthly,12.01,2023-02-28,2023-02,True
2475,019HUZO580,LimeLight,paid,monthly,19.99,2023-01-03,2023-01,True
2478,019IJYB344,ChillStream,paid,monthly,25.0,2023-02-16,2023-02,True
2479,019IJYB344,ChillStream,expired,monthly,25.0,2023-04-01,2023-04,True
2483,019ILVW149,Pulse,expired,annual,50.02,2023-04-01,2023-04,True
2484,019ILVW149,Pulse,paid,monthly,8.0,2023-05-03,2023-05,True
2487,019IVEK789,Pulse,expired,monthly,8.0,2023-06-18,2023-06,True
2493,019JTRU042,Pulse,trial,monthly,5.71,2023-06-22,2023-06,True
2503,019KWEW913,LimeLight,expired,annual,79.99,2023-06-08,2023-06,True
2508,019MWRN343,CineQuest,expired,monthly,12.0,2023-05-09,2023-05,True
2514,019OAEI070,ChillStream,paid,monthly,24.99,2023-05-25,2023-05,True
2520,019OPET001,ChillStream,trial,monthly,9.21,2023-02-09,2023-02,True
2521,019OPET001,ChillStream,expired,monthly,24.99,2023-05-28,2023-05,True
2523,019OUKA694,RetroReel,paid,annual,120.0,2023-04-08,2023-04,True
2525,019PEHR680,Pulse,paid,annual,50.02,2023-02-24,2023-02,True
2526,019PEHR680,Pulse,expired,annual,50.0,2023-03-16,2023-03,True
2530,019PEWE687,CineQuest,expired,monthly,11.99,2023-03-25,2023-03,True
2535,019PTUR768,CineQuest,expired,monthly,12.0,2023-03-08,2023-03,True
2545,019QWXF085,CineQuest,expired,annual,60.01,2023-01-12,2023-01,True
2558,019RYRL983,CineQuest,expired,monthly,12.02,2023-05-15,2023-05,True
2564,019UAXM061,RetroReel,paid,annual,119.99,2023-03-31,2023-03,True
2566,019UPWN720,RetroReel,paid,monthly,30.0,2023-03-15,2023-03,True
2571,019UXQA055,CineQuest,paid,monthly,12.0,2023-02-13,2023-02,True
2574,019WCFM523,LimeLight,paid,annual,79.98,2023-02-08,2023-02,True
2588,019XNCB102,ChillStream,expired,monthly,25.0,2023-06-27,2023-06,True
2595,019XPOC110,CineQuest,expired,monthly,11.99,2023-06-08,2023-06,True
2600,019YHJQ074,Pulse,trial,monthly,5.82,2023-06-01,2023-06,True
2604,019YVTW162,CineQuest,paid,annual,60.0,2023-02-08,2023-02,True
2607,020ASXP193,RetroReel,paid,annual,120.01,2023-01-15,2023-01,True
2610,020BHVZ263,Pulse,paid,annual,50.0,2023-03-02,2023-03,True
2611,020BJWE266,RetroReel,discounted,annual,58.13,2023-01-15,2023-01,True
2612,020BJWE266,RetroReel,paid,annual,120.02,2023-02-01,2023-02,True
2613,020CIVN348,ChillStream,paid,annual,100.0,2023-01-27,2023-01,True
2615,020EHIC160,ChillStream,discounted,monthly,8.36,2023-02-25,2023-02,True
2628,020HKAI263,CineQuest,expired,monthly,12.01,2023-01-14,2023-01,True
2629,020HKAI263,CineQuest,paid,monthly,11.99,2023-02-12,2023-02,True
2631,020HZYI023,ChillStream,paid,monthly,25.0,2023-03-04,2023-03,True
2635,020IIVW344,ChillStream,paid,monthly,25.0,2023-03-13,2023-03,True
2638,020IPSH691,Pulse,expired,monthly,8.01,2023-01-21,2023-01,True
2639,020IPSH691,Pulse,paid,monthly,8.0,2023-04-20,2023-04,True
2646,020JGQG845,CineQuest,trial,monthly,3.83,2023-02-02,2023-02,True
2647,020JGQG845,CineQuest,paid,monthly,12.0,2023-04-20,2023-04,True
2650,020KSBU723,ChillStream,paid,annual,100.01,2023-06-11,2023-06,True
2657,020LFMU113,Pulse,paid,monthly,8.0,2023-04-10,2023-04,True
2662,020LFRS235,CineQuest,expired,monthly,12.0,2023-04-20,2023-04,True
2663,020LFRS235,CineQuest,paid,annual,60.0,2023-05-17,2023-05,True
2667,020LLQN909,LimeLight,expired,monthly,19.98,2023-03-12,2023-03,True
2675,020LULZ654,Pulse,expired,monthly,8.02,2023-05-07,2023-05,True
2679,020MFWF635,RetroReel,paid,monthly,30.0,2023-04-27,2023-04,True
2680,020MSHR498,RetroReel,paid,monthly,29.99,2023-04-04,2023-04,True
2684,020MTYR398,LimeLight,paid,monthly,20.0,2023-02-24,2023-02,True
2685,020MTYR398,LimeLight,expired,monthly,20.0,2023-04-02,2023-04,True
2688,020NCJW242,LimeLight,expired,monthly,19.99,2023-05-11,2023-05,True
2692,020NGYS285,Pulse,expired,monthly,7.98,2023-04-05,2023-04,True
2696,020NJDT060,ChillStream,expired,annual,99.99,2023-03-29,2023-03,True
2699,020NJDT060,CineQuest,paid,annual,60.0,2023-02-09,2023-02,True
2700,020NJDT060,CineQuest,expired,annual,59.98,2023-05-03,2023-05,True
2702,020OAMD667,ChillStream,paid,annual,100.0,2023-05-27,2023-05,True
2708,020OODI791,Pulse,expired,monthly,8.01,2023-05-30,2023-05,True
2714,020PRNI876,CineQuest,expired,monthly,12.0,2023-03-18,2023-03,True
2715,020PRNI876,CineQuest,trial,monthly,5.3,2023-06-10,2023-06,True
2724,020RXXN243,Pulse,paid,monthly,8.0,2023-06-03,2023-06,True
2735,020SYFS522,ChillStream,paid,monthly,25.0,2023-02-07,2023-02,True
2739,020TBXH154,ChillStream,paid,monthly,25.0,2023-01-30,2023-01,True
2745,020TNGJ722,CineQuest,expired,monthly,11.99,2023-05-07,2023-05,True
2747,020TNZS792,RetroReel,paid,monthly,30.01,2023-05-22,2023-05,True
2751,020UXCM491,CineQuest,expired,annual,60.0,2023-03-01,2023-03,True
2755,020VLEL966,LimeLight,paid,annual,80.0,2023-05-24,2023-05,True
2759,020VWDZ795,CineQuest,paid,monthly,12.0,2023-04-29,2023-04,True
2761,020WHPZ238,ChillStream,paid,monthly,25.01,2023-01-04,2023-01,True
2769,020YWLE193,RetroReel,expired,annual,120.02,2023-05-24,2023-05,True
2776,020ZFSV785,ChillStream,paid,monthly,25.01,2023-02-23,2023-02,True
2777,020ZFSV785,ChillStream,expired,monthly,24.99,2023-03-31,2023-03,True
2778,020ZFSV785,ChillStream,paid,monthly,25.01,2023-04-21,2023-04,True
2779,021AHSM371,RetroReel,paid,monthly,30.01,2023-01-10,2023-01,True
2789,021CLRG434,LimeLight,expired,monthly,19.98,2023-04-22,2023-04,True
2790,021CLRG434,LimeLight,trial,monthly,10.82,2023-06-12,2023-06,True
2800,021EIAV682,ChillStream,expired,monthly,25.0,2023-02-22,2023-02,True
2812,021GEJK216,Pulse,expired,monthly,8.01,2023-05-11,2023-05,True
2817,021HMTS617,LimeLight,paid,monthly,20.0,2023-05-26,2023-05,True
2824,021IKLM931,LimeLight,paid,annual,79.99,2023-03-15,2023-03,True
2825,021IKLM931,LimeLight,expired,annual,80.0,2023-06-13,2023-06,True
2829,021IXHY567,CineQuest,expired,monthly,11.99,2023-01-17,2023-01,True
2830,021IXHY567,CineQuest,paid,monthly,11.99,2023-03-20,2023-03,True
2832,021IXHY567,RetroReel,trial,monthly,29.5,2023-03-19,2023-03,True
2836,021LHHI258,CineQuest,expired,monthly,12.0,2023-02-04,2023-02,True
2837,021LHHI258,CineQuest,trial,monthly,9.67,2023-04-04,2023-04,True
2840,021LHHP368,LimeLight,expired,monthly,19.99,2023-06-15,2023-06,True
2844,021LNWC941,Pulse,trial,annual,20.44,2023-04-21,2023-04,True
2852,021NYBY276,LimeLight,trial,annual,42.53,2023-01-27,2023-01,True
2855,021OGPA308,LimeLight,expired,annual,80.01,2023-01-06,2023-01,True
2858,021OPYP270,RetroReel,discounted,monthly,29.46,2023-04-01,2023-04,True
2859,021OPYP270,RetroReel,paid,monthly,30.0,2023-05-17,2023-05,True
2872,021RJBA949,CineQuest,expired,monthly,11.99,2023-04-18,2023-04,True
2883,021SOMG129,LimeLight,paid,monthly,19.99,2023-01-27,2023-01,True
2884,021TRAT852,Pulse,paid,monthly,7.99,2023-04-25,2023-04,True
2886,021UTWJ077,Pulse,paid,monthly,8.01,2023-03-13,2023-03,True
2893,021VHOC904,ChillStream,expired,monthly,25.01,2023-01-25,2023-01,True
2899,021XWAC823,Pulse,paid,monthly,8.01,2023-06-17,2023-06,True
2901,021XWKH942,LimeLight,paid,annual,80.02,2023-04-29,2023-04,True
2906,021ZINA742,LimeLight,paid,monthly,19.98,2023-03-22,2023-03,True
2918,022BDSY824,CineQuest,paid,monthly,12.02,2023-04-16,2023-04,True
2922,022BDSY824,Pulse,paid,annual,50.0,2023-05-26,2023-05,True
2926,022CGKH804,CineQuest,paid,monthly,11.99,2023-03-20,2023-03,True
2940,022DEEO879,LimeLight,discounted,monthly,19.04,2023-01-30,2023-01,True
2941,022DEEO879,LimeLight,paid,monthly,20.0,2023-02-07,2023-02,True
2945,022DHVA124,Pulse,discounted,monthly,3.7,2023-02-18,2023-02,True
2946,022DHVA124,Pulse,paid,monthly,8.0,2023-05-18,2023-05,True
2948,022ECDA570,ChillStream,expired,monthly,25.0,2023-01-27,2023-01,True
2949,022ECDA570,ChillStream,paid,monthly,25.01,2023-04-02,2023-04,True
2952,022ECDA570,Pulse,discounted,monthly,3.12,2023-02-11,2023-02,True
2960,022EUFS929,Pulse,paid,monthly,8.01,2023-02-18,2023-02,True
2966,022GOIT239,RetroReel,paid,monthly,30.01,2023-04-19,2023-04,True
2974,022IGZS622,RetroReel,paid,monthly,29.99,2023-04-12,2023-04,True
2978,022KGRD507,Pulse,expired,monthly,8.0,2023-01-18,2023-01,True
2979,022KGRD507,Pulse,paid,monthly,7.99,2023-06-04,2023-06,True
2983,022KRBF944,LimeLight,trial,monthly,10.08,2023-01-07,2023-01,True
2988,022LCFG185,LimeLight,paid,monthly,20.0,2023-05-12,2023-05,True
2989,022MTDU350,LimeLight,paid,annual,79.98,2023-06-19,2023-06,True
2993,022NWJN723,RetroReel,paid,monthly,30.01,2023-01-13,2023-01,True
2999,022NYLG484,CineQuest,paid,annual,59.99,2023-01-19,2023-01,True
3000,022NYLG484,CineQuest,expired,annual,59.98,2023-06-18,2023-06,True
3002,022ODOM133,LimeLight,expired,monthly,20.01,2023-06-12,2023-06,True
3009,022ORAK664,LimeLight,paid,annual,79.99,2023-01-17,2023-01,True
3014,022RECY490,CineQuest,paid,monthly,12.01,2023-01-27,2023-01,True
3015,022SPLL161,ChillStream,paid,monthly,25.0,2023-01-24,2023-01,True
3022,022UFML306,RetroReel,expired,monthly,29.99,2023-01-05,2023-01,True
3025,022UVSV552,ChillStream,expired,monthly,25.01,2023-01-27,2023-01,True
3026,022UVSV552,ChillStream,discounted,monthly,13.06,2023-04-01,2023-04,True
3029,022VNLU558,ChillStream,paid,monthly,25.0,2023-01-01,2023-01,True
3033,022VSBY924,LimeLight,paid,monthly,19.99,2023-05-25,2023-05,True
3036,022WSQP330,LimeLight,expired,monthly,19.98,2023-01-30,2023-01,True
3037,022WSQP330,LimeLight,paid,monthly,20.0,2023-03-11,2023-03,True
3038,022WSQP330,RetroReel,expired,monthly,29.99,2023-06-17,2023-06,True
3045,022XJYD297,Pulse,discounted,monthly,3.24,2023-02-02,2023-02,True
3047,022XSEI528,RetroReel,paid,monthly,30.0,2023-06-14,2023-06,True
3054,022XWFW405,CineQuest,trial,monthly,5.44,2023-05-11,2023-05,True
3057,022XZGJ976,LimeLight,paid,monthly,20.0,2023-01-18,2023-01,True
3058,022YCHP157,ChillStream,paid,monthly,25.02,2023-05-17,2023-05,True
3060,022YLNR071,RetroReel,expired,annual,120.0,2023-01-27,2023-01,True
3062,022YPJZ168,RetroReel,expired,monthly,29.99,2023-06-10,2023-06,True
3064,022ZGQE054,ChillStream,expired,monthly,24.99,2023-04-12,2023-04,True
3071,023BCNV844,RetroReel,expired,monthly,30.02,2023-02-27,2023-02,True
3082,023DHIY681,Pulse,expired,monthly,8.01,2023-06-25,2023-06,True
3085,023DHIY681,RetroReel,expired,monthly,30.0,2023-02-16,2023-02,True
3088,023DJQZ882,Pulse,expired,annual,49.99,2023-01-28,2023-01,True
3089,023DJQZ882,Pulse,discounted,monthly,3.0,2023-04-15,2023-04,True
3101,023FTHR639,Pulse,expired,monthly,8.0,2023-03-31,2023-03,True
3108,023HIZW838,Pulse,expired,monthly,8.0,2023-02-01,2023-02,True
3112,023HXIC887,ChillStream,expired,monthly,25.0,2023-03-02,2023-03,True
3113,023HXIC887,ChillStream,paid,monthly,25.0,2023-06-11,2023-06,True
3120,023JACZ720,CineQuest,trial,annual,39.92,2023-01-04,2023-01,True
3136,023KNWF679,CineQuest,expired,annual,59.99,2023-02-27,2023-02,True
3144,023LBND084,CineQuest,expired,monthly,12.0,2023-01-09,2023-01,True
3148,023MOVK325,CineQuest,expired,monthly,12.0,2023-01-22,2023-01,True
3149,023MOVK325,CineQuest,paid,annual,60.01,2023-04-01,2023-04,True
3155,023OBAE790,LimeLight,paid,monthly,19.99,2023-01-02,2023-01,True
3160,023QKGT608,RetroReel,expired,monthly,30.01,2023-02-26,2023-02,True
3169,023SXGR027,Pulse,trial,monthly,3.08,2023-01-16,2023-01,True
3172,023TONT701,CineQuest,expired,annual,60.0,2023-04-04,2023-04,True
